#{"t_start": 1600179371.5513039, "env_id": null}
r,l,t
53.0,53,0.821286
27.0,27,0.863746
21.0,21,0.903399
16.0,16,0.909739
34.0,34,0.955472
254.0,254,1.326123
215.0,215,1.60357
120.0,120,1.763212
48.0,48,1.810852
159.0,159,2.012398
143.0,143,2.211575
131.0,131,2.374052
154.0,154,5.856211
164.0,164,6.128004
228.0,228,6.51356
500.0,500,7.182045
500.0,500,17.133944
337.0,337,17.556333
236.0,236,17.870922
133.0,133,18.037217
101.0,101,18.171831
150.0,150,18.382241
160.0,160,20.829233
120.0,120,20.999961
54.0,54,21.054905
69.0,69,21.141523
131.0,131,21.365659
108.0,108,21.503926
147.0,147,21.71897
116.0,116,21.865725
153.0,153,22.11028
105.0,105,22.244606
104.0,104,22.379299
211.0,211,26.32066
500.0,500,27.012768
500.0,500,27.688574
500.0,500,36.129949
500.0,500,36.780504
500.0,500,45.443471
500.0,500,46.139459
181.0,181,46.358368
439.0,439,54.91599
500.0,500,55.612102
500.0,500,56.281526
500.0,500,64.408715
500.0,500,65.051677
500.0,500,72.986297
500.0,500,73.637424
500.0,500,74.281796
