#{"t_start": 1600179371.549056, "env_id": null}
r,l,t
18.0,18,0.627692
15.0,15,0.81299
26.0,26,0.826578
27.0,27,0.868641
22.0,22,0.908485
229.0,229,1.229487
68.0,68,1.328294
294.0,294,1.694305
121.0,121,1.854164
42.0,42,1.899523
113.0,113,2.054405
141.0,141,2.224382
156.0,156,5.71741
186.0,186,5.982105
205.0,205,6.338939
268.0,268,6.733269
500.0,500,7.397018
500.0,500,17.350116
252.0,252,17.672789
219.0,219,17.953707
155.0,155,18.165175
177.0,177,18.388786
104.0,104,20.753486
117.0,117,20.922117
132.0,132,21.097719
133.0,133,21.290887
154.0,154,21.509452
170.0,170,21.73729
108.0,108,21.910582
131.0,131,22.113247
277.0,277,26.138986
302.0,302,26.546233
80.0,80,26.667735
135.0,135,26.840668
500.0,500,27.519982
500.0,500,35.966446
500.0,500,36.618491
500.0,500,45.267997
500.0,500,45.968149
500.0,500,46.637971
500.0,500,55.277847
500.0,500,55.972717
500.0,500,64.091318
500.0,500,64.733421
500.0,500,65.375616
500.0,500,73.321998
500.0,500,73.96433
