#{"t_start": 1600179371.547953, "env_id": null}
r,l,t
19.0,19,0.629389
17.0,17,0.815904
38.0,38,0.864394
16.0,16,0.87153
45.0,45,0.951956
142.0,142,1.130913
68.0,68,1.237061
378.0,378,1.731322
97.0,97,1.855201
117.0,117,2.011571
125.0,125,2.177708
184.0,184,2.388125
189.0,189,5.944354
130.0,130,6.146579
234.0,234,6.5586
500.0,500,7.228349
500.0,500,17.183365
328.0,328,17.595811
199.0,199,17.841121
185.0,185,18.087298
214.0,214,18.386149
131.0,131,20.791926
115.0,115,20.960131
107.0,107,21.094997
43.0,43,21.142322
114.0,114,21.328679
97.0,97,21.464403
129.0,129,21.641732
152.0,152,21.861431
177.0,177,22.117936
206.0,206,22.414726
129.0,129,26.226314
500.0,500,26.895333
500.0,500,27.600681
500.0,500,36.042545
500.0,500,36.667206
500.0,500,45.348287
500.0,500,46.021782
453.0,453,46.63957
500.0,500,55.279483
500.0,500,55.974343
500.0,500,64.092836
500.0,500,64.73497
500.0,500,65.377157
500.0,500,73.323517
500.0,500,73.965872
