#{"t_start": 1600707979.31043, "env_id": null}
r,l,t
-1589.147551,200,0.730435
-1639.887956,200,0.861635
-1238.323593,200,0.99445
-1470.794742,200,1.126047
-1074.294605,200,1.261608
-1277.30983,200,2.755902
-1298.783969,200,3.29181
-1096.340346,200,3.425222
-1033.240346,200,3.560402
-1125.871024,200,3.697612
-1095.444184,200,5.067938
-1065.225379,200,5.210426
-881.060746,200,5.735353
-1148.691527,200,5.861086
-1298.788118,200,5.996348
-1113.130754,200,7.331296
-984.90739,200,7.468974
-1125.731943,200,7.607501
-906.380986,200,8.090267
-1057.327382,200,8.227776
-1033.723007,200,9.577176
-1053.233003,200,9.716075
-1013.179718,200,9.854486
-880.387983,200,9.994449
-943.811316,200,10.132235
-883.935308,200,11.846278
-880.087631,200,11.98364
-906.64522,200,12.120105
-1089.190042,200,12.288172
-802.907705,200,12.491135
-892.079411,200,13.905485
-867.253496,200,14.555009
-902.753281,200,14.694446
-764.996933,200,14.840199
-1097.526792,200,14.968188
-1075.637859,200,16.539014
-924.158616,200,16.686704
-889.906927,200,17.262131
-760.765658,200,17.395354
-627.119446,200,17.541576
-676.345809,200,18.991169
-627.107505,200,19.130274
-1014.025139,200,19.270936
-759.573127,200,19.779168
-644.914894,200,19.918179
-871.089096,200,20.0552
-1023.249235,200,21.473035
-509.420224,200,21.609609
-630.56729,200,21.746513
-742.375813,200,21.883392
-718.663257,200,22.359784
-504.740463,200,23.786251
-498.37591,200,23.931349
-839.741914,200,24.070344
-568.657703,200,24.210777
-504.453725,200,24.36362
-374.596399,200,26.154289
-376.88397,200,26.291251
-527.836794,200,26.430749
-617.880879,200,26.568681
-257.883227,200,26.707094
-343.456934,200,28.071607
-369.071801,200,28.549617
-535.345203,200,28.688205
-249.520087,200,28.826431
-256.974809,200,28.965605
-250.018675,200,30.328584
-6.365543,200,30.468719
-369.262431,200,30.940805
-248.362229,200,31.078723
-123.624054,200,31.214006
-529.576335,200,32.576928
-8.203367,200,32.717534
-257.827345,200,32.85374
-252.11099,200,32.994306
-365.285961,200,33.475895
-382.183277,200,34.851969
-128.949765,200,34.989564
-120.292461,200,35.127661
-234.793895,200,35.266438
-6.294895,200,35.40722
-235.193715,200,37.11476
-117.841661,200,37.253089
-124.839927,200,37.392622
-130.372236,200,37.531835
-242.369382,200,37.671786
-130.327166,200,37.810719
-240.584548,200,39.503377
-245.461507,200,39.642784
-118.063839,200,39.780013
-128.326071,200,39.918498
-129.317897,200,40.056308
-127.461237,200,41.422968
-128.075484,200,41.896316
-247.376384,200,42.03981
-126.12207,200,42.178271
-129.115039,200,42.315813
-243.827278,200,43.680201
-117.814144,200,43.815085
-119.881665,200,43.951083
-4.149731,200,44.442092
-124.700519,200,44.596526
-3.470729,200,45.972119
-126.680706,200,46.10993
-3.19452,200,46.246875
-271.96425,200,46.385592
-253.818122,200,46.850077
-2.878082,200,48.215498
-122.73188,200,48.353475
-240.963534,200,48.492749
-3.59594,200,48.630426
-122.432143,200,48.768579
-117.779567,200,50.478558
-124.628707,200,50.617484
-249.066581,200,50.755327
-241.963945,200,50.892746
-116.434716,200,51.033579
-128.315287,200,52.397126
-118.060674,200,52.872709
-126.176212,200,53.012927
-127.630646,200,53.150168
-3.315016,200,53.289466
-282.517645,200,54.655421
-246.179667,200,54.793759
-124.504891,200,54.932362
-122.493611,200,55.400522
-120.569693,200,55.538476
-231.17128,200,55.677695
-120.99705,200,57.061244
-239.363797,200,57.199042
-126.087609,200,57.336519
-236.259003,200,57.803903
-250.114955,200,57.942438
-122.93581,200,59.321834
-3.071968,200,59.45951
-250.137178,200,59.597243
-121.454561,200,59.735681
-244.956351,200,60.204917
-3.302342,200,61.579431
-268.172393,200,61.71778
-123.937886,200,61.856618
-116.310379,200,61.995805
-118.098483,200,62.137289
-119.569225,200,63.842322
-120.006767,200,63.982106
-2.890301,200,64.118354
-126.102629,200,64.256218
-232.666301,200,64.394692
-254.220137,200,65.771584
-120.139002,200,65.908379
-124.390339,200,66.379288
-117.748794,200,66.516898
-117.967501,200,66.655501
-124.679265,200,68.03387
-248.031025,200,68.172732
-247.399533,200,68.310159
-244.594984,200,68.776556
-2.33136,200,68.914398
-243.291584,200,70.293221
-120.925374,200,70.433296
-253.063471,200,70.571816
-127.897754,200,70.70961
-125.716585,200,71.185204
-127.97531,200,72.575051
-118.81266,200,72.712678
-131.744488,200,72.85106
-128.18616,200,72.991201
-135.354576,200,73.128245
-128.023121,200,74.836024
-248.590828,200,74.974224
-249.313376,200,75.111056
-248.528165,200,75.249455
-122.37028,200,75.387514
-250.003169,200,75.525325
-257.58393,200,76.907004
-126.131147,200,77.376925
-343.543663,200,77.515347
-125.201381,200,77.654185
-258.425645,200,77.792556
-242.94117,200,79.177814
-3.116365,200,79.316339
-124.187111,200,79.779012
-240.413728,200,79.916788
-250.21547,200,80.05751
-4.506536,200,81.434835
-247.491202,200,81.574005
-233.459737,200,81.711898
-241.679945,200,82.182794
-123.705967,200,82.321523
-230.572575,200,83.700844
-124.988243,200,83.839217
-120.45668,200,83.977692
-240.542228,200,84.11729
-117.515546,200,84.584321
-3.42973,200,85.963797
-122.717646,200,86.102794
-116.113632,200,86.241723
-125.778878,200,86.380496
-241.750481,200,86.518447
-3.940835,200,87.90724
-125.459137,200,88.378846
-122.408141,200,88.517739
-3.085911,200,88.655886
-127.030411,200,88.793585
-124.955309,200,90.184603
-121.823543,200,90.32184
-126.287622,200,90.792681
-233.461323,200,90.931078
-238.509696,200,91.071734
-117.561255,200,92.451218
-124.93253,200,92.589081
-381.931186,200,92.724675
-124.581698,200,93.194509
-252.204598,200,93.332793
-3.347097,200,93.472024
-117.516108,200,94.854391
-126.071229,200,94.994981
-122.285515,200,95.133028
-241.153418,200,95.600487
-122.904818,200,95.739299
-122.18724,200,97.131365
-118.973283,200,97.269736
-2.610238,200,97.407783
-129.021765,200,97.54745
-118.837745,200,97.685285
-246.276795,200,99.40681
-259.756982,200,99.544761
-119.027465,200,99.682607
-2.784967,200,99.820668
-124.968231,200,99.959121
-123.145755,200,101.341496
-402.369434,200,101.804187
-5.542213,200,101.943035
-120.597728,200,102.082776
-125.320461,200,102.220459
-129.084677,200,103.601113
-120.945792,200,103.738145
-233.522939,200,104.207197
-254.277961,200,104.361211
-2.28711,200,104.499465
-295.100178,200,105.883498
-239.018453,200,106.024452
-349.271255,200,106.162802
-126.735105,200,106.632706
-230.802174,200,106.771962
