#{"t_start": 1600707979.307006, "env_id": null}
r,l,t
-967.550746,200,0.733488
-1380.744367,200,0.864723
-1506.633456,200,0.99753
-1204.13174,200,1.129132
-904.063154,200,1.264692
-1539.623905,200,2.758991
-1321.360702,200,3.29489
-875.218671,200,3.428296
-1009.768573,200,3.563483
-1032.035839,200,3.70067
-1233.891716,200,5.070989
-1022.088308,200,5.213482
-1124.95761,200,5.738409
-1203.869332,200,5.864133
-1054.475543,200,5.999408
-1047.865432,200,7.334326
-997.523822,200,7.47205
-938.481369,200,7.61057
-1118.563047,200,8.093339
-992.87955,200,8.230853
-781.078043,200,9.580254
-631.079309,200,9.71916
-1018.937201,200,9.85757
-864.809943,200,9.997519
-1038.355137,200,10.135314
-1079.72322,200,11.84932
-921.622229,200,11.986698
-1094.39205,200,12.123161
-1032.194997,200,12.291116
-1162.046463,200,12.494094
-749.777799,200,13.908545
-1342.522861,200,14.558077
-1433.874,200,14.697525
-1000.151132,200,14.843259
-753.402258,200,14.971241
-1123.737806,200,16.541871
-878.037638,200,16.689763
-885.630949,200,17.2651
-764.023711,200,17.398277
-1123.974857,200,17.544621
-633.695421,200,18.994228
-658.196504,200,19.133357
-620.96642,200,19.273999
-871.9631,200,19.782145
-619.537021,200,19.921239
-741.970055,200,20.058263
-756.575411,200,21.476091
-912.202648,200,21.612671
-932.838967,200,21.749568
-897.6977,200,21.886286
-754.672847,200,22.362833
-249.483827,200,23.789301
-623.263281,200,23.934404
-760.510407,200,24.073398
-522.222997,200,24.213832
-379.524174,200,24.36668
-579.019548,200,26.157336
-613.388504,200,26.294275
-375.862161,200,26.433804
-379.477409,200,26.571739
-485.312906,200,26.710141
-492.212498,200,28.074668
-488.1399,200,28.55267
-123.361437,200,28.691263
-363.955876,200,28.829484
-256.032926,200,28.968655
-131.688071,200,30.331647
-246.704874,200,30.471702
-288.095253,200,30.943887
-369.160146,200,31.081775
-125.921902,200,31.217056
-124.895053,200,32.579972
-382.242859,200,32.720587
-236.864571,200,32.856787
-125.864724,200,32.997354
-129.849048,200,33.478943
-252.561047,200,34.855023
-250.288696,200,34.992567
-126.785743,200,35.130716
-130.488454,200,35.269444
-247.142816,200,35.410268
-124.481365,200,37.117808
-5.901763,200,37.256149
-124.559309,200,37.395638
-3.261422,200,37.534888
-4.614988,200,37.674824
-505.927123,200,37.813773
-241.95895,200,39.506379
-235.779156,200,39.645833
-129.226476,200,39.783068
-123.002022,200,39.921557
-127.667672,200,40.05936
-125.823563,200,41.426027
-119.021733,200,41.899387
-260.018972,200,42.042861
-118.814842,200,42.181328
-242.842099,200,42.31887
-3.223497,200,43.683251
-4.390669,200,43.818139
-130.236954,200,43.95414
-244.981206,200,44.445141
