#{"t_start": 1600707979.3058848, "env_id": null}
r,l,t
-1625.731266,200,0.734479
-1553.757553,200,0.865728
-1596.94529,200,0.998535
-1064.838185,200,1.130135
-1082.898377,200,1.265696
-1203.089707,200,2.759999
-1096.211483,200,3.295894
-1017.98436,200,3.429299
-1164.001559,200,3.564486
-1294.615625,200,3.701665
-929.460614,200,5.071984
-1030.582992,200,5.214477
-1102.814058,200,5.739404
-922.456372,200,5.865126
-1000.472342,200,6.000405
-1005.115744,200,7.335253
-885.962288,200,7.473053
-1477.803816,200,7.61157
-999.00666,200,8.094339
-1012.105618,200,8.231858
-1151.376898,200,9.581257
-914.741594,200,9.720166
-850.06021,200,9.858576
-1029.96675,200,9.998517
-1055.799864,200,10.136319
-908.832552,200,11.850313
-978.939892,200,11.987691
-867.602971,200,12.124157
-912.608469,200,12.292077
-893.376291,200,12.49506
-971.749947,200,13.90954
-785.295595,200,14.559077
-753.447109,200,14.698529
-774.873656,200,14.844254
-963.218986,200,14.972233
-873.023494,200,16.542869
-755.258953,200,16.69076
-882.478299,200,17.266066
-877.346943,200,17.399213
-1040.829728,200,17.545616
-923.51291,200,18.995225
-744.027335,200,19.134361
-861.315631,200,19.274997
-771.116793,200,19.783114
-754.687317,200,19.922235
-775.509011,200,20.059261
-607.927933,200,21.477087
-418.773033,200,21.613668
-625.301512,200,21.750565
-625.931614,200,21.887284
-634.560343,200,22.363828
-858.004771,200,23.790297
-404.527961,200,23.935401
-663.864998,200,24.074392
-488.082979,200,24.214827
-717.701041,200,24.367676
-393.969162,200,26.158331
-737.062075,200,26.294897
-766.437589,200,26.4348
-501.576815,200,26.572735
-384.170678,200,26.711134
-378.217308,200,28.075664
-488.24048,200,28.553662
-498.076882,200,28.692256
-635.875828,200,28.830477
-381.651509,200,28.96965
-253.966052,200,30.332645
-508.721744,200,30.472693
-254.513058,200,30.944891
-130.353661,200,31.082768
-8.085104,200,31.218051
-3.287226,200,32.580962
-124.355186,200,32.721582
-240.499874,200,32.857781
-127.849149,200,32.998347
-124.572516,200,33.479938
-130.856216,200,34.856014
-131.833888,200,34.993561
-126.466726,200,35.131707
-4.974165,200,35.270439
-122.152074,200,35.411259
-245.455388,200,37.118804
-122.055486,200,37.257144
-124.648188,200,37.396452
-128.486026,200,37.535881
-121.497903,200,37.675814
-344.997642,200,37.814767
-4.811843,200,39.507376
-310.784641,200,39.646827
-243.590674,200,39.784063
-126.27346,200,39.922553
-117.759995,200,40.060355
-123.887463,200,41.427024
-134.858145,200,41.900388
-122.79507,200,42.043855
-121.638237,200,42.182321
-7.446671,200,42.319866
-118.845611,200,43.684247
-240.040837,200,43.819134
-237.740698,200,43.955135
