#{"t_start": 1600707979.303659, "env_id": null}
r,l,t
-1199.708084,200,0.736452
-1008.303272,200,0.867724
-962.599063,200,1.000528
-1096.864107,200,1.132126
-916.33208,200,1.267689
-1023.301729,200,2.761985
-1024.194742,200,3.297875
-1211.329697,200,3.431275
-997.031075,200,3.566471
-1060.698243,200,3.703627
-1010.155866,200,5.073945
-1168.184501,200,5.216439
-892.336528,200,5.741363
-1055.858189,200,5.86708
-1092.235757,200,6.002372
-984.510177,200,7.337151
-999.79755,200,7.475032
-908.738988,200,7.613543
-947.7408,200,8.096308
-943.578071,200,8.23384
-988.335487,200,9.583233
-999.107976,200,9.722151
-924.17784,200,9.860559
-1237.816506,200,10.000487
-1020.274353,200,10.138298
-963.828435,200,11.852209
-975.774432,200,11.98965
-1160.450333,200,12.12612
-1124.706285,200,12.293951
-1125.636771,200,12.496958
-1105.614436,200,13.9115
-884.420465,200,14.561053
-763.256567,200,14.70051
-756.402605,200,14.846164
-625.525402,200,14.974147
-833.734705,200,16.544833
-887.565226,200,16.692719
-764.525402,200,17.267958
-633.434406,200,17.401147
-819.058854,200,17.547573
-753.751924,200,18.997191
-441.970784,200,19.136344
-774.925506,200,19.276966
-740.22293,200,19.785009
-638.117523,200,19.924199
-679.666887,200,20.061227
-742.191065,200,21.479054
-748.504427,200,21.615634
-941.763168,200,21.752531
-745.901013,200,21.889246
-881.126776,200,22.36579
-510.273451,200,23.792257
-512.916962,200,23.937368
-263.042044,200,24.076348
-394.979649,200,24.216789
-372.439811,200,24.369641
-250.17297,200,26.160291
-256.851857,200,26.29686
-496.363159,200,26.43676
-371.282056,200,26.574697
-406.568723,200,26.713089
-635.250013,200,28.07763
-482.989468,200,28.555614
-248.668444,200,28.694215
-386.676409,200,28.832436
-251.921767,200,28.971607
-270.66704,200,30.334614
-356.351293,200,30.47465
-129.168325,200,30.946868
-334.661009,200,31.084726
-256.223034,200,31.22001
-371.496331,200,32.582915
-128.306474,200,32.723541
-253.908512,200,32.859745
-357.849677,200,33.000297
-130.608932,200,33.481897
-4.251284,200,34.857967
-129.863758,200,34.995491
-504.152059,200,35.133663
-251.740071,200,35.272398
-231.504822,200,35.413084
-245.503365,200,37.120766
-124.433165,200,37.259106
-251.001967,200,37.398232
-366.447121,200,37.537837
-257.283702,200,37.677759
-369.087875,200,37.816726
-4.234026,200,39.509342
-4.219062,200,39.648785
-242.849967,200,39.786026
-124.581466,200,39.924509
-236.678953,200,40.062317
-3.523939,200,41.428988
-354.266637,200,41.902351
-122.715641,200,42.04581
-121.40086,200,42.184281
-121.764133,200,42.321829
-118.072167,200,43.686208
-124.474913,200,43.821093
-126.434763,200,43.957098
-235.260352,200,44.448092
-129.737179,200,44.602377
-130.442389,200,45.978119
-3.368232,200,46.115942
-125.341308,200,46.252887
-123.434768,200,46.391608
-119.425004,200,46.856076
-125.334333,200,48.221501
-242.713347,200,48.3595
-126.84006,200,48.498754
-122.075199,200,48.636446
-233.092852,200,48.774565
-121.261744,200,50.484576
-239.218678,200,50.623487
-281.838149,200,50.761339
-125.683785,200,50.898768
-117.769261,200,51.039582
-230.374368,200,52.403141
-122.108673,200,52.878456
-127.384174,200,53.018948
-127.876471,200,53.156201
-126.576498,200,53.295473
-128.697675,200,54.661436
-118.842774,200,54.79978
-128.44005,200,54.938393
-123.790163,200,55.406519
-241.887893,200,55.544482
-249.350756,200,55.683707
-123.381533,200,57.067249
-118.191151,200,57.205054
-241.292716,200,57.342525
-125.703,200,57.809898
-118.005637,200,57.948149
-123.662107,200,59.327852
-2.790974,200,59.465531
-4.608573,200,59.603249
-343.43013,200,59.741697
-124.847839,200,60.210921
-235.448782,200,61.585439
-126.992006,200,61.723791
-344.820092,200,61.862622
-127.197158,200,62.001823
-253.289037,200,62.143292
-128.01513,200,63.848227
-242.533382,200,63.988129
-125.996828,200,64.124373
-3.497514,200,64.262232
-2.879095,200,64.400698
-120.678238,200,65.7776
-234.225912,200,65.914399
-128.18581,200,66.385316
-121.621218,200,66.522879
-231.066132,200,66.661379
-381.934179,200,68.039869
-253.257799,200,68.178766
-2.936581,200,68.316186
-242.839919,200,68.782559
-232.121772,200,68.920416
-5.176618,200,70.299235
-123.137489,200,70.43931
