#{"t_start": 1601387504.707059, "env_id": null}
r,l,t
-200.0,200,1.177767
-200.0,200,1.630341
-200.0,200,2.041077
-128.0,128,2.788141
-167.0,167,3.12109
-169.0,169,3.474634
-173.0,173,3.827257
-144.0,144,4.737467
-171.0,171,5.091477
-163.0,163,5.433382
-166.0,166,6.247798
-161.0,161,6.575199
-166.0,166,6.90938
-162.0,162,7.250767
-156.0,156,7.957746
-160.0,160,8.282654
-159.0,159,8.607424
-91.0,91,8.820601
-152.0,152,9.197383
-153.0,153,10.124901
-155.0,155,10.444931
-151.0,151,10.744744
-86.0,86,10.928215
-155.0,155,11.691756
-154.0,154,12.014161
-152.0,152,12.315428
-152.0,152,12.632064
-156.0,156,13.4099
-87.0,87,13.5803
-87.0,87,13.751384
-87.0,87,13.935913
-148.0,148,14.240127
-168.0,168,14.585036
-166.0,166,15.379206
-147.0,147,15.698491
-167.0,167,16.059924
-145.0,145,16.357566
-160.0,160,17.151839
-147.0,147,17.498787
-160.0,160,17.902733
-150.0,150,18.225847
-144.0,144,19.081817
-147.0,147,19.386189
-146.0,146,19.696992
-143.0,143,19.997965
-146.0,146,20.742323
-141.0,141,21.035797
-155.0,155,21.359253
-146.0,146,21.704032
-137.0,137,22.480481
-143.0,143,22.774605
-153.0,153,23.089943
-145.0,145,23.419765
-142.0,142,23.727145
-149.0,149,24.586024
-152.0,152,24.894435
-147.0,147,25.211638
-149.0,149,25.524265
-148.0,148,26.279504
-156.0,156,26.597161
-145.0,145,26.892483
-152.0,152,27.198184
-143.0,143,27.965384
-150.0,150,28.266443
-141.0,141,28.555434
-144.0,144,28.850654
-141.0,141,29.592653
-144.0,144,29.928384
-140.0,140,30.232906
-146.0,146,30.53966
-141.0,141,30.842074
-147.0,147,31.727544
-149.0,149,32.070375
-142.0,142,32.361105
-146.0,146,32.663657
-140.0,140,33.47668
-146.0,146,33.773907
-139.0,139,34.066019
-141.0,141,34.362363
-142.0,142,35.168253
-147.0,147,35.471669
-146.0,146,35.781903
-152.0,152,36.092398
