total_timesteps,value_loss,policy_entropy,clipfrac,serial_timesteps,time_elapsed,policy_loss,approxkl,explained_variance,fps,n_updates,ep_len_mean,ep_reward_mean
5888,0.05862233,1.065054,0.0,368,0.9951879978179932,-0.0017555429,0.0002664308,0.21954834461212158,8122,23,200.0,-200.0
6144,0.052354697,1.0567652,0.0,384,1.026972770690918,-0.0048575182,0.00060400506,0.583360105752945,8044,24,200.0,-200.0
6400,0.22025913,1.0003664,0.0,400,1.059100866317749,0.0013655378,0.00064019184,-0.8706293106079102,7715,25,200.0,-200.0
6656,0.056812055,1.0829244,0.0,416,1.0925979614257812,-0.00049105723,2.0267376e-05,-0.03483724594116211,8086,26,200.0,-200.0
6912,0.04277567,1.0814643,0.0,432,1.1245167255401611,-0.0003086204,2.124615e-05,0.2526245713233948,8026,27,200.0,-200.0
7168,0.04060683,1.0675305,0.0,448,1.1566860675811768,-0.00028273906,1.486664e-05,0.25488555431365967,7685,28,200.0,-200.0
7424,0.0388995,1.0566266,0.0,464,1.190307855606079,-0.00019275269,1.4150126e-05,0.3026816248893738,7933,29,200.0,-200.0
7680,0.040305056,1.0610771,0.0,480,1.2228238582611084,-0.0010158417,6.0894756e-05,0.4489855170249939,7925,30,200.0,-200.0
7936,0.03782006,1.0386463,0.0,496,1.255383014678955,-0.0025252646,0.0002367232,0.5005097091197968,8017,31,200.0,-200.0
8192,0.03591536,1.0642384,0.0,512,1.2875499725341797,-0.001169813,0.00021050907,0.5810643136501312,7964,32,200.0,-200.0
8448,0.03856735,1.0400982,0.0,528,1.3199470043182373,-0.0014105919,0.00031574233,0.7062341272830963,8046,33,200.0,-200.0
8704,0.03652313,1.0232728,0.0,544,1.3520240783691406,-0.0032393937,0.0006599886,0.7474066317081451,7913,34,200.0,-200.0
8960,0.051445946,1.0106874,0.0,560,1.384666919708252,-0.0026957432,0.00078162126,0.5952742099761963,8136,35,200.0,-200.0
9216,0.027967155,0.9491886,0.001953125,576,1.4163739681243896,-0.00422234,0.0010197292,0.791880652308464,8263,36,200.0,-200.0
9472,0.048598025,0.9492665,0.0,592,1.4476268291473389,-0.0025472909,0.0010614549,0.6414963006973267,8073,37,200.0,-200.0
9728,1.2756354,1.0059514,0.0,608,1.4796299934387207,0.00031326967,0.000318136,0.35568881034851074,7486,38,200.0,-200.0
9984,0.045529295,1.0088332,0.0,624,1.5140800476074219,-0.0014684033,0.00012500427,0.4746795892715454,8054,39,200.0,-200.0
10240,0.031758253,0.9796378,0.0,640,1.5461020469665527,-0.00279309,0.00041198888,0.6647401452064514,490,40,200.0,-200.0
10496,0.02348908,0.8821327,0.0024414062,656,2.06803297996521,-0.0037586836,0.00069220527,0.6469968557357788,8032,41,200.0,-200.0
