total_timesteps,value_loss,policy_entropy,clipfrac,serial_timesteps,time_elapsed,policy_loss,approxkl,explained_variance,fps,n_updates,ep_len_mean,ep_reward_mean
188928,0.0154982135,0.057355907,0.0087890625,11808,33.905380725860596,-0.0012324662,0.0007303937,0.9901301199570298,8001,738,143.8,-143.8
189184,0.02424322,0.037602972,0.0014648438,11824,33.93765687942505,-0.00086916774,0.00012269309,0.9843443036079407,8009,739,143.81,-143.81
189440,0.0066312947,0.056461364,0.0029296875,11840,33.96988582611084,-0.0010412608,0.00020457516,0.9950011330656707,7817,740,143.69,-143.69
189696,0.005652262,0.015193284,0.0009765625,11856,34.0029239654541,-0.00026188942,6.7635985e-05,0.9946821350604296,7407,741,143.68,-143.68
189952,0.0054404275,0.042472742,0.00390625,11872,34.03783392906189,-0.00075388444,0.0003171076,0.996193164261058,7110,742,143.68,-143.68
190208,0.014341746,0.058852527,0.022949219,11888,34.07414507865906,-0.0027594056,0.0024390756,0.9922565543092787,473,743,143.78,-143.78
190464,0.013418128,0.034944795,0.00390625,11904,34.61562991142273,-0.00024068367,0.00027847145,0.9931138535030186,6785,744,143.7,-143.7
190720,0.010602313,0.053718504,0.0,11920,34.653656005859375,-0.0003397367,5.4082113e-05,0.9916157582774758,7960,745,143.7,-143.7
190976,0.0052095316,0.05110724,0.0,11936,34.68613886833191,-0.00026446022,4.598314e-05,0.9961959214415401,7920,746,143.7,-143.7
191232,0.027642231,0.03620385,0.00048828125,11952,34.718729972839355,-0.0008311705,8.5555024e-05,0.9798214696347713,7755,747,143.65,-143.65
191488,0.015692962,0.027670112,0.001953125,11968,34.75207877159119,-0.0009795572,0.00012940029,0.9900796841830015,8025,748,143.63,-143.63
191744,0.011495527,0.038664818,0.0029296875,11984,34.78427171707153,-0.0005900073,0.00018856468,0.9938387908041477,8006,749,143.65,-143.65
192000,0.017016722,0.008672827,0.0,12000,34.816542863845825,9.6695265e-05,7.762808e-07,0.9892182750627398,7776,750,143.74,-143.74
192256,0.035445675,0.0414805,0.001953125,12016,34.84976887702942,-0.0012173567,0.00014274564,0.982716815546155,7781,751,143.74,-143.74
192512,0.006416383,0.03105681,0.0024414062,12032,34.8829607963562,-0.0020522564,0.00015933809,0.9967849266249686,7916,752,143.62,-143.62
192768,0.0283739,0.027072094,0.0,12048,34.91562080383301,0.0007225069,6.0572154e-05,0.986972781829536,7863,753,143.57,-143.57
193024,0.011008754,0.048471477,0.0,12064,34.9484748840332,-0.00015734439,1.7100963e-05,0.9923601313494146,7807,754,143.72,-143.72
193280,0.008838243,0.043382846,0.0034179688,12080,34.98151087760925,-0.0015815835,0.00029755454,0.9932343093678355,7981,755,143.72,-143.72
193536,0.012674275,0.046554826,0.0014648438,12096,35.013842821121216,-0.0005122492,0.00014170053,0.9909443454816937,7902,756,143.81,-143.81
193792,0.0137893045,0.027982216,0.0024414062,12112,35.04648399353027,-0.002220218,0.00017382907,0.991588369011879,7571,757,143.89,-143.89
194048,0.010022217,0.038703203,0.0048828125,12128,35.08075284957886,-0.0014876002,0.000321531,0.9939581509679556,6127,758,143.88,-143.88
194304,0.009658895,0.015304457,0.0,12144,35.12282395362854,0.00067567057,1.3369978e-05,0.9942146753892303,7291,759,143.85,-143.85
194560,0.013880856,0.040468488,0.00048828125,12160,35.15821576118469,-0.0008665102,7.641566e-05,0.9942163298837841,7975,760,143.9,-143.9
194816,0.009205484,0.041445576,0.0043945312,12176,35.190595865249634,-0.0024834494,0.00058753113,0.9944954537786543,7830,761,143.84,-143.84
195072,0.05692347,0.03120945,0.0,12192,35.22353386878967,-0.00025465625,3.307827e-05,0.9654730558395386,8008,762,143.71,-143.71
195328,0.012062259,0.04173091,0.0,12208,35.255759716033936,0.00054372125,5.220886e-05,0.9892890946939588,7113,763,143.74,-143.74
195584,0.020380316,0.04972336,0.0009765625,12224,35.29204297065735,-0.0007736916,5.6228586e-05,0.9674316570162773,7461,764,143.77,-143.77
195840,0.049379803,0.032939676,0.0009765625,12240,35.32664489746094,-0.0003122512,8.7265056e-05,0.9635210447013378,7609,765,143.79,-143.79
196096,0.024928601,0.027104547,0.008300781,12256,35.360575914382935,-0.00086561264,0.00068426656,0.9751255437731743,7686,766,143.84,-143.84
196352,0.022970136,0.046002865,0.0024414062,12272,35.394213914871216,-0.0015777755,0.00019544656,0.9790184795856476,7809,767,143.99,-143.99
196608,0.04116916,0.008203978,0.0,12288,35.42727971076965,8.4820203e-07,3.806492e-05,0.9662243165075779,8040,768,144.0,-144.0
196864,0.033717237,0.028677234,0.001953125,12304,35.45938992500305,-0.0010028625,0.0001881969,0.9744335897266865,8031,769,144.06,-144.06
197120,0.021737184,0.05022078,0.0014648438,12320,35.49153208732605,-0.0008180592,0.00013852613,0.9858239218592644,7856,770,144.05,-144.05
197376,0.019817952,0.031389132,0.0024414062,12336,35.52437400817871,-0.00038178923,0.00038163512,0.9917654562741518,8027,771,144.12,-144.12
197632,0.0115426,0.019079652,0.0,12352,35.55650997161865,0.00012356334,1.8457052e-06,0.9937483742833138,7936,772,144.21,-144.21
197888,0.013768927,0.076718874,0.0,12368,35.589025020599365,2.5702175e-06,6.5806043e-06,0.9859115164726973,8121,773,144.21,-144.21
198144,0.029465904,0.033191483,0.0,12384,35.6208438873291,-0.00010733452,1.5572032e-05,0.9773984085768461,7865,774,144.33,-144.33
198400,0.023818197,0.034049753,0.0,12400,35.65365505218506,-0.00059598207,4.805532e-05,0.977178605273366,7896,775,144.36,-144.36
198656,0.018832799,0.036109127,0.0,12416,35.686354875564575,0.00038364262,4.3534994e-05,0.984170151874423,8045,776,144.39,-144.39
198912,0.02840711,0.011509379,0.0014648438,12432,35.71842288970947,-0.0009776633,0.000132695,0.9751625582575798,7924,777,144.42,-144.42
199168,0.027658768,0.031145975,0.0043945312,12448,35.750996828079224,-0.0005017781,0.00031437393,0.973462687805295,8006,778,144.42,-144.42
199424,0.024692047,0.041169807,0.0034179688,12464,35.78324508666992,-0.0025120256,0.00023168113,0.9837765693664551,7939,779,144.39,-144.39
199680,0.018715996,0.02383756,0.005859375,12480,35.81577801704407,0.00071824156,0.00031023985,0.988855617120862,8037,780,144.46,-144.46
199936,0.028243992,0.022787396,0.0,12496,35.84792971611023,-0.00013637962,3.5260903e-06,0.9796701800078154,7899,781,144.46,-144.46
200192,0.01919178,0.05001311,0.0,12512,35.880616903305054,-0.00016172265,3.17433e-05,0.9784558285027742,498,782,144.51,-144.51
200448,0.04885576,0.02926449,0.0,12528,36.393929958343506,-0.00024393859,4.0730378e-05,0.9507070779800415,7801,783,144.58,-144.58
200704,0.034901477,0.03065954,0.00048828125,12544,36.42701697349548,-0.00075634965,2.2803588e-05,0.9606384262442589,7962,784,144.67,-144.67
200960,0.012008131,0.035505682,0.0,12560,36.45945382118225,-4.49621e-05,5.977734e-06,0.9865433657541871,8014,785,144.67,-144.67
201216,0.02575425,0.017824743,0.0,12576,36.49165678024292,8.734979e-05,2.2356166e-06,0.9811306111514568,7856,786,144.73,-144.73
201472,0.016970329,0.02212898,0.0014648438,12592,36.52450394630432,-0.0007363935,8.0946615e-05,0.9864548156037927,8026,787,144.78,-144.78
201728,0.014741589,0.029118245,0.0024414062,12608,36.55668592453003,-0.00082178885,0.0004104615,0.9916100827977061,7902,788,144.78,-144.78
201984,0.008489095,0.03861282,0.0,12624,36.589365005493164,-9.47502e-05,1.4718052e-05,0.9962567759212106,7654,789,145.03,-145.03
202240,0.012308919,0.019117802,0.0014648438,12640,36.62309980392456,-0.00020405371,8.2877945e-05,0.9931230051442981,7979,790,145.15,-145.15
202496,0.02544884,0.059661724,0.0,12656,36.65543603897095,-3.164122e-05,3.39073e-05,0.9854872906580567,7888,791,145.29,-145.29
202752,0.03322284,0.03309245,0.0,12672,36.68814206123352,2.6854337e-05,1.1626345e-06,0.9782266840338707,7855,792,145.32,-145.32
203008,0.040819913,0.01982709,0.0034179688,12688,36.720988750457764,-0.0004713312,0.00017681855,0.9714253153651953,7975,793,145.44,-145.44
203264,0.013837953,0.055711232,0.0,12704,36.75335383415222,-5.9520476e-05,1.171694e-05,0.9854527423158288,7980,794,145.44,-145.44
203520,0.023210682,0.01687031,0.0,12720,36.78576469421387,8.9463254e-05,9.590272e-06,0.9802845604717731,7895,795,145.49,-145.49
203776,0.020015318,0.021584956,0.0,12736,36.81849980354309,-0.0002455084,4.4069217e-05,0.9865680439397693,7758,796,145.55,-145.55
204032,0.024675893,0.030627478,0.0009765625,12752,36.85178589820862,-0.0008515788,9.824301e-05,0.9842713568359613,7903,797,145.63,-145.63
204288,0.024675718,0.0398174,0.0078125,12768,36.88446378707886,-0.0019638422,0.00056532223,0.987695294432342,7987,798,145.7,-145.7
204544,0.018230578,0.020481184,0.0,12784,36.91682982444763,-0.00036194024,1.9736908e-05,0.9906426779925823,7897,799,145.92,-145.92
204800,0.01481786,0.053212296,0.001953125,12800,36.9495108127594,-0.0018229162,0.00012388342,0.9937367672100663,8067,800,145.93,-145.93
205056,0.01895344,0.053668525,0.0024414062,12816,36.981539726257324,-0.0013817366,0.00020364583,0.990773499943316,8024,801,146.0,-146.0
205312,0.034582503,0.03949692,0.0043945312,12832,37.01375985145569,-0.0018911636,0.00030195157,0.9787515159696341,7812,802,146.08,-146.08
205568,0.020678923,0.045416713,0.0,12848,37.04684901237488,0.00031159265,1.9251858e-05,0.9845337849110365,7716,803,146.09,-146.09
205824,0.025334045,0.020298751,0.0009765625,12864,37.08030986785889,-0.0008581504,6.0419152e-05,0.9825927000492811,7765,804,146.23,-146.23
206080,0.010280138,0.038608376,0.0,12880,37.11362099647522,0.00026429084,6.3593525e-06,0.9926667041145265,7639,805,146.23,-146.23
206336,0.015391031,0.037443597,0.0,12896,37.14743185043335,-0.0002955012,4.1932784e-05,0.9883885942399502,7734,806,146.23,-146.23
206592,0.0272281,0.039182384,0.0,12912,37.18080997467041,-5.657703e-05,9.082652e-06,0.9860953288152814,7983,807,146.26,-146.26
206848,0.015901618,0.018070176,0.0,12928,37.21321392059326,-6.1990926e-05,1.661908e-06,0.9896517833694816,7782,808,146.36,-146.36
207104,0.024051717,0.044779185,0.0,12944,37.246423959732056,-4.920643e-05,7.431133e-07,0.9861418418586254,7944,809,146.36,-146.36
207360,0.017388033,0.037268795,0.0,12960,37.2789261341095,1.3086246e-05,4.720875e-06,0.990615414455533,8000,810,146.36,-146.36
207616,0.023921456,0.030139001,0.0,12976,37.31124186515808,-0.0001699304,1.697634e-05,0.9825806804001331,7791,811,146.38,-146.38
207872,0.0120963985,0.053810984,0.0,12992,37.34439492225647,2.217386e-05,5.0731884e-05,0.9897316200658679,7777,812,146.31,-146.31
208128,0.0063969623,0.016658438,0.0,13008,37.37758994102478,-0.00030804187,4.100206e-06,0.9933765707537532,7811,813,146.27,-146.27
208384,0.0075683207,0.028553894,0.0,13024,37.41067600250244,-0.00023378758,5.1039933e-05,0.9936025617644191,8019,814,146.33,-146.33
208640,0.014166292,0.02842222,0.0,13040,37.442901849746704,-0.000114283524,7.70095e-06,0.9894932312890887,7694,815,146.33,-146.33
208896,0.032978028,0.023355046,0.0009765625,13056,37.476449966430664,-2.9062096e-05,3.9581348e-05,0.9829975869506598,7251,816,146.38,-146.38
209152,0.008569421,0.02887587,0.00048828125,13072,37.512088775634766,-0.00059758546,5.6185847e-05,0.9932169429957867,7452,817,146.52,-146.52
209408,0.010760104,0.034644913,0.0,13088,37.546786069869995,0.00019978319,1.1116251e-05,0.9926801109686494,7297,818,146.54,-146.54
209664,0.019676628,0.052685328,0.001953125,13104,37.58220171928406,4.220172e-06,0.00013966771,0.9849133733659983,6889,819,146.59,-146.59
209920,0.016582152,0.023352647,0.0,13120,37.61970090866089,-0.0006317368,2.616385e-05,0.9863304626196623,6774,820,146.62,-146.62
210176,0.024388323,0.056049038,0.005859375,13136,37.65779781341553,-0.0020866946,0.00044902932,0.9876566529273987,484,821,146.62,-146.62
210432,0.016475048,0.025474373,0.0,13152,38.18675088882446,1.3278099e-05,3.5284302e-06,0.9900925038382411,7936,822,146.77,-146.77
210688,0.008716401,0.026714358,0.0,13168,38.21930694580078,-0.000175083,3.51933e-05,0.9921771222725511,7843,823,146.81,-146.81
210944,0.007088111,0.04131902,0.0,13184,38.252232789993286,-0.00015577977,2.1818261e-05,0.9932007975876331,7816,824,146.81,-146.81
211200,0.0112303095,0.01796005,0.0,13200,38.28525376319885,-0.0007357879,3.8023118e-05,0.9916725298389792,7872,825,146.76,-146.76
211456,0.056726277,0.04351564,0.0024414062,13216,38.31803274154663,-0.00048255362,0.00021983632,0.9673595018684864,7779,826,146.73,-146.73
211712,0.013993958,0.029861981,0.0,13232,38.35121989250183,-0.000107495,3.1757703e-05,0.9906933847814798,7615,827,146.68,-146.68
211968,0.01602079,0.039466627,0.0014648438,13248,38.38511109352112,-0.0006710328,9.537404e-05,0.9848492154851556,7911,828,146.68,-146.68
212224,0.017389048,0.03272281,0.0063476562,13264,38.417778968811035,-0.0017084642,0.00046260664,0.9853464625775814,7999,829,146.59,-146.59
212480,0.024362458,0.041079134,0.0009765625,13280,38.45008373260498,-0.0007499118,0.0001026057,0.985662386752665,6786,830,146.59,-146.59
212736,0.018015064,0.037624802,0.0009765625,13296,38.48812389373779,-0.00061957544,0.00018702878,0.9891919055953622,7309,831,146.58,-146.58
212992,0.013899734,0.027181592,0.0,13312,38.52341079711914,-0.0007696917,5.823694e-05,0.9910514997318387,7750,832,146.57,-146.57
213248,0.016594924,0.03212185,0.001953125,13328,38.556742906570435,-0.00035202212,0.00010770951,0.9882093630731106,7127,833,146.58,-146.58
213504,0.02091466,0.026382778,0.0009765625,13344,38.59299683570862,-0.0014401354,7.631141e-05,0.9876776980236173,7415,834,146.62,-146.62
213760,0.028403092,0.029239932,0.0014648438,13360,38.62787389755249,-0.00025941682,0.0001179572,0.9859214657917619,6944,835,146.63,-146.63
214016,0.017721312,0.043422293,0.0,13376,38.66506481170654,0.00010640256,1.1745673e-05,0.9907503267750144,7547,836,146.7,-146.7
214272,0.024497904,0.03272477,0.0,13392,38.699357986450195,-3.8576894e-05,5.52104e-06,0.9832306243479252,7597,837,146.71,-146.71
214528,0.019155638,0.04026502,0.0014648438,13408,38.73340582847595,-0.0013658823,0.00014508731,0.9832699783146381,7909,838,146.63,-146.63
214784,0.016683899,0.040073093,0.0034179688,13424,38.76603889465332,-0.00036278367,0.00032230973,0.9875960554927588,7887,839,146.63,-146.63
215040,0.0231833,0.028325183,0.0009765625,13440,38.79874897003174,-0.0011153495,0.00011678235,0.9854825921356678,7381,840,146.58,-146.58
215296,0.010514644,0.029230816,0.0029296875,13456,38.833767890930176,0.00010997546,0.00012982028,0.9926296365447342,7790,841,146.5,-146.5
215552,0.028206553,0.026919609,0.00048828125,13472,38.86692404747009,-0.0005060677,5.4131186e-05,0.9833689890801907,7944,842,146.52,-146.52
215808,0.013215411,0.036028795,0.0,13488,38.899428844451904,-3.1111995e-06,5.551732e-07,0.9913564473390579,7896,843,146.33,-146.33
216064,0.011491278,0.02291957,0.0,13504,38.93215274810791,-6.609026e-05,5.109895e-06,0.9944915655069053,7832,844,146.35,-146.35
216320,0.012376234,0.040316276,0.0014648438,13520,38.96507906913757,-0.00073961134,0.00012463525,0.9936397038400173,7938,845,146.39,-146.39
216576,0.008962716,0.02296685,0.001953125,13536,38.9975700378418,-0.0007176044,0.000111411646,0.9939786684699357,7849,846,146.25,-146.25
216832,0.027877863,0.042667136,0.0029296875,13552,39.03044080734253,-0.0012536934,0.00021205055,0.9816215913742781,7052,847,146.24,-146.24
217088,0.014442235,0.03654244,0.0053710938,13568,39.067086696624756,-0.00074977474,0.00032322024,0.9900705348700285,6795,848,146.24,-146.24
217344,0.017541675,0.030053204,0.0009765625,13584,39.105064868927,-0.00047376798,6.884736e-05,0.9875672943890095,7393,849,146.17,-146.17
217600,0.017701792,0.025193924,0.0034179688,13600,39.139962911605835,-0.0015947778,0.00034031708,0.9859234038740396,7189,850,146.1,-146.1
217856,0.015429181,0.025348764,0.0009765625,13616,39.17589092254639,-0.0006545294,9.187525e-05,0.9880648162215948,6499,851,146.11,-146.11
218112,0.021909863,0.037269477,0.0014648438,13632,39.215606927871704,-0.00097148726,0.000119996344,0.9854014506563544,6193,852,146.17,-146.17
218368,0.0057948306,0.018057963,0.0014648438,13648,39.257293939590454,-0.00072721,0.00012308141,0.9964765508193523,7237,853,146.13,-146.13
218624,0.009186602,0.035179675,0.009765625,13664,39.29296898841858,-0.002701719,0.0007003657,0.995836763177067,7951,854,146.15,-146.15
218880,0.009118419,0.037037957,0.0024414062,13680,39.32546401023865,-0.0001141323,0.00021029694,0.9950039479881525,7171,855,146.12,-146.12
219136,0.020830387,0.038472824,0.0,13696,39.36154890060425,-1.8611085e-05,2.189142e-06,0.9854382136836648,6076,856,146.0,-146.0
219392,0.009881067,0.058728404,0.0,13712,39.40397596359253,-0.0001483701,5.955826e-05,0.9909987188875675,7271,857,146.07,-146.07
219648,0.014474049,0.02027766,0.0,13728,39.43951988220215,-0.0001355607,1.6611539e-05,0.9862260073423386,6289,858,146.0,-146.0
219904,0.023804905,0.028458562,0.0053710938,13744,39.480530977249146,-0.0019246468,0.00044412422,0.9852863568812609,7202,859,145.98,-145.98
220160,0.011823703,0.02059089,0.0,13760,39.51638388633728,0.0004063549,4.013517e-05,0.9912472851574421,459,860,145.9,-145.9
220416,0.015567549,0.050658487,0.0,13776,40.07438278198242,-2.1807733e-05,1.732642e-06,0.9887148272246122,7644,861,145.89,-145.89
220672,0.021948356,0.020784112,0.0,13792,40.10813593864441,-0.00016646861,1.3995947e-05,0.9879324119538069,7763,862,145.83,-145.83
220928,0.019577695,0.033281296,0.001953125,13808,40.1414258480072,-0.0006954644,9.615313e-05,0.9902289230376482,7767,863,145.8,-145.8
221184,0.009374501,0.040932693,0.0,13824,40.174689054489136,0.0001625641,3.6807498e-06,0.9925159513950348,8013,864,145.81,-145.81
221440,0.021311563,0.03164751,0.0,13840,40.20692992210388,-1.2058823e-05,1.1431399e-05,0.9821251314133406,7999,865,145.81,-145.81
221696,0.025486415,0.028999755,0.0,13856,40.23925304412842,-0.00021282712,1.2793304e-05,0.9746890366077423,7518,866,145.8,-145.8
221952,0.025828665,0.03852613,0.0053710938,13872,40.27362680435181,-0.0018303535,0.0003052475,0.9711147248744965,7839,867,145.83,-145.83
222208,0.020743767,0.025837632,0.0043945312,13888,40.30659294128418,-0.0003200462,0.00055872457,0.9881295831874013,7905,868,145.92,-145.92
222464,0.013654565,0.020877996,0.0,13904,40.33926296234131,4.9223134e-05,8.48298e-06,0.991976510733366,7693,869,145.93,-145.93
222720,0.014579936,0.04441624,0.0,13920,40.37285399436951,-0.00011858682,1.7529163e-05,0.9912290098145604,7705,870,145.92,-145.92
222976,0.019700164,0.031881507,0.0,13936,40.40636587142944,-0.00010062533,6.274324e-06,0.988188486546278,7880,871,145.93,-145.93
223232,0.013212528,0.029707605,0.00048828125,13952,40.43915271759033,-0.00026778912,3.6933707e-05,0.9910228811204433,7923,872,145.89,-145.89
223488,0.014204416,0.03415401,0.0,13968,40.47177696228027,9.310327e-05,1.1988973e-05,0.9898058800026774,7757,873,145.91,-145.91
223744,0.03224051,0.037957013,0.00048828125,13984,40.50506091117859,-0.0006173076,4.6248213e-05,0.9783092774450779,7855,874,145.93,-145.93
224000,0.020195307,0.02328426,0.0029296875,14000,40.53794884681702,-0.0005561257,0.0001847762,0.9847038947045803,7224,875,145.99,-145.99
224256,0.023337757,0.042732254,0.0,14016,40.57371187210083,-0.00022494188,1.8335395e-05,0.9812065865844488,7720,876,145.93,-145.93
224512,0.027426327,0.03465069,0.001953125,14032,40.60714888572693,-0.0007712811,0.00012412944,0.9814241770654917,7730,877,145.85,-145.85
224768,0.013132246,0.029472532,0.0043945312,14048,40.64052200317383,-0.0014916058,0.00030784047,0.9883741578087211,7949,878,145.75,-145.75
225024,0.0069146906,0.049809776,0.0014648438,14064,40.67302989959717,-0.00017666101,6.681111e-05,0.9942467091605067,7803,879,145.74,-145.74
225280,0.02556301,0.030445777,0.0014648438,14080,40.70612668991089,-0.0011028989,0.00016131379,0.9780673943459988,7819,880,145.72,-145.72
225536,0.029193146,0.0291016,0.0009765625,14096,40.739150047302246,-0.00094563735,9.7906144e-05,0.977557685226202,6956,881,145.67,-145.67
225792,0.012862682,0.037389312,0.0087890625,14112,40.77627682685852,-0.0048479442,0.0010352918,0.9864248428493738,6977,882,145.65,-145.65
226048,0.018750116,0.048749913,0.008300781,14128,40.81326985359192,0.0018496657,0.00052811345,0.986099717207253,7530,883,145.52,-145.52
226304,0.024548475,0.038922347,0.0,14144,40.847646951675415,-0.00032033963,3.9838946e-05,0.9819696955382824,6427,884,145.45,-145.45
226560,0.023520788,0.06032744,0.019042969,14160,40.88785481452942,-0.005698921,0.0012229919,0.9829759374260902,6794,885,145.39,-145.39
226816,0.005348635,0.044327583,0.0029296875,14176,40.92583084106445,-0.00048321916,0.00019370834,0.9959054430946708,7274,886,145.39,-145.39
227072,0.005427744,0.043415107,0.0009765625,14192,40.96129775047302,-0.00078936643,0.00012065131,0.9959376119077206,7634,887,145.47,-145.47
227328,0.004886924,0.030969694,0.0,14208,40.995095014572144,-0.00049051375,3.1248437e-05,0.9972222486976534,7905,888,145.36,-145.36
227584,0.011438633,0.059621766,0.005859375,14224,41.027838945388794,-0.0024728342,0.0004357252,0.9945932449772954,6911,889,145.35,-145.35
227840,0.022072155,0.058586396,0.0024414062,14240,41.065244913101196,-0.0011708618,0.00028344186,0.9890708085149527,6821,890,145.35,-145.35
228096,0.009677785,0.05223129,0.005859375,14256,41.10308504104614,-0.00024895946,0.00029139387,0.9955138498917222,7695,891,145.29,-145.29
228352,0.014422394,0.05626477,0.01171875,14272,41.136675119400024,-0.0032065348,0.0016792745,0.9919864684343338,7761,892,145.28,-145.28
228608,0.015053586,0.0648145,0.0,14288,41.16992378234863,0.00018115883,6.497895e-05,0.9904223028570414,8030,893,145.19,-145.19
228864,0.016087271,0.0584862,0.00048828125,14304,41.20210576057434,-0.00025339692,5.980763e-05,0.987396877259016,7810,894,145.15,-145.15
229120,0.010969945,0.053029973,0.0009765625,14320,41.23520374298096,-0.0004890573,7.540012e-05,0.9891034234315157,8003,895,145.19,-145.19
229376,0.0068065086,0.048891272,0.0068359375,14336,41.267475843429565,-0.0001611188,0.0005857131,0.9923638491891325,7817,896,145.09,-145.09
229632,0.012915155,0.041879497,0.0014648438,14352,41.30050587654114,-0.0005247266,9.474231e-05,0.9892209134995937,7964,897,145.04,-145.04
229888,0.015064226,0.052815393,0.0043945312,14368,41.33294987678528,-0.00089370436,0.00028379133,0.9903036747127771,7675,898,145.01,-145.01
230144,0.01053069,0.06556303,0.009765625,14384,41.36659502983093,-0.0028354924,0.0017837593,0.993398402351886,503,899,144.96,-144.96
230400,0.02075599,0.065087855,0.00390625,14400,41.8752760887146,-0.0016972844,0.00042409735,0.9885749695822597,7725,900,144.85,-144.85
230656,0.013322574,0.046316255,0.0009765625,14416,41.908689975738525,0.0004474467,0.000103222126,0.9896855372935534,7753,901,144.8,-144.8
230912,0.019427914,0.061145313,0.0,14432,41.94200801849365,-0.0005115508,4.5751858e-05,0.9860756015405059,7995,902,144.74,-144.74
231168,0.015977312,0.04300862,0.001953125,14448,41.9742968082428,-0.0007605151,0.00020508893,0.9892916791141033,7886,903,144.78,-144.78
231424,0.016526582,0.050621696,0.0043945312,14464,42.0070641040802,-0.0012844065,0.00029247612,0.9911675211042166,7989,904,144.7,-144.7
231680,0.008967467,0.051215068,0.001953125,14480,42.03937888145447,0.00035793288,0.00012629977,0.9944044472649693,8020,905,144.67,-144.67
231936,0.009342597,0.03279722,0.0034179688,14496,42.07164692878723,-0.0011612925,0.00051891524,0.9955548672005534,7784,906,144.61,-144.61
232192,0.014235267,0.06550828,0.0063476562,14512,42.104848861694336,-0.0010841448,0.00056701456,0.9913387252017856,7806,907,144.5,-144.5
232448,0.006576817,0.027796708,0.00390625,14528,42.137919902801514,-0.0034055647,0.000736909,0.9957517110742629,8000,908,144.41,-144.41
232704,0.008010838,0.07961463,0.033691406,14544,42.170246839523315,-0.0031221553,0.008468794,0.9946443191729486,8090,909,144.31,-144.31
232960,0.013512467,0.027094506,0.0063476562,14560,42.20219898223877,-0.0040015033,0.0012585522,0.9898059917613864,7893,910,144.25,-144.25
233216,0.011613477,0.058440067,0.0014648438,14576,42.23493981361389,0.0008767424,0.00013087913,0.991502832621336,7903,911,144.2,-144.2
233472,0.03085918,0.043953273,0.0014648438,14592,42.26760983467102,-0.00059572025,0.00022534611,0.972912983968854,7915,912,143.95,-143.95
233728,0.012202197,0.029032968,0.0009765625,14608,42.30024075508118,-0.00038628106,5.114005e-05,0.9879437144845724,7878,913,143.77,-143.77
233984,0.01054807,0.047278028,0.0014648438,14624,42.33303880691528,-0.0001703276,0.00010957147,0.9903640635311604,7660,914,143.71,-143.71
234240,0.011591716,0.01888256,0.0,14640,42.36674690246582,-0.00030627334,6.9447786e-05,0.9906238364055753,7502,915,143.74,-143.74
234496,0.023974214,0.054627478,0.0043945312,14656,42.40118598937988,-0.0005137515,0.0003795326,0.9828136377036572,6988,916,143.65,-143.65
234752,0.010441099,0.033760108,0.0009765625,14672,42.43810677528381,-0.00075087126,9.014424e-05,0.9940051105804741,7436,917,143.55,-143.55
235008,0.03928536,0.06301612,0.008300781,14688,42.4728729724884,-0.00053637486,0.0010650671,0.9718267284333706,6986,918,143.47,-143.47
235264,0.01110548,0.034128696,0.0,14704,42.509822845458984,-1.4435005e-05,2.4443584e-06,0.9881947040557861,6774,919,143.44,-143.44
235520,0.011638701,0.057731535,0.0,14720,42.54796481132507,-0.00033175596,6.0687664e-05,0.9888824122026563,7135,920,143.44,-143.44
235776,0.019870594,0.03760673,0.0029296875,14736,42.58414578437805,-0.0006669874,0.00026499262,0.9868153044953942,7379,921,143.25,-143.25
236032,0.020185767,0.021096058,0.0,14752,42.619154930114746,7.407367e-05,6.9010985e-06,0.9866751050576568,8002,922,143.21,-143.21
236288,0.01990474,0.070241466,0.0009765625,14768,42.651418924331665,-0.001243041,0.000114951385,0.9885323513299227,8043,923,143.17,-143.17
236544,0.017889626,0.022981722,0.0048828125,14784,42.683560848236084,-0.0016057414,0.00030268513,0.9913742206990719,8069,924,143.09,-143.09
236800,0.014911842,0.08459668,0.0,14800,42.71556997299194,-9.0729445e-06,0.00011424259,0.9936059201136231,7875,925,142.95,-142.95
237056,0.017111467,0.028742094,0.0024414062,14816,42.74836087226868,-0.0009134638,0.00013290967,0.9925495004281402,6759,926,142.92,-142.92
237312,0.04684499,0.078332886,0.0009765625,14832,42.78662610054016,-0.00043662736,0.00012098469,0.9797716978937387,5277,927,142.77,-142.77
237568,0.022984216,0.04134159,0.0063476562,14848,42.8355016708374,8.038641e-05,0.0004987699,0.9826995600014925,7150,928,142.66,-142.66
237824,0.01983581,0.062149275,0.001953125,14864,42.871601819992065,-3.1871954e-05,0.00021230703,0.9831333439797163,7794,929,142.57,-142.57
238080,0.011976472,0.031639874,0.0,14880,42.904743909835815,-3.1639094e-05,3.068954e-05,0.9875814635306597,7741,930,142.27,-142.27
238336,0.013983781,0.041342825,0.0009765625,14896,42.93808579444885,-0.0006719744,0.00010931412,0.9852903299033642,6766,931,142.27,-142.27
238592,0.022012327,0.052655984,0.001953125,14912,42.976324796676636,-0.0009827961,0.00015373612,0.9838220421224833,7021,932,142.16,-142.16
238848,0.029130623,0.031625293,0.013183594,14928,43.01305603981018,-0.003346814,0.0036488823,0.9778161123394966,7850,933,142.03,-142.03
239104,0.021050654,0.054960504,0.0029296875,14944,43.04595589637756,-0.00082062185,0.0003221834,0.9855761313810945,6947,934,141.98,-141.98
