#{"t_start": 1601387504.700272, "env_id": null}
r,l,t
-115.0,115,102.413395
-84.0,84,102.597167
-89.0,89,102.800436
-119.0,119,103.06283
-114.0,114,103.763662
-160.0,160,104.121944
-85.0,85,104.308504
-91.0,91,104.518248
-116.0,116,104.771104
-116.0,116,105.028595
-160.0,160,105.780992
-112.0,112,106.03667
-88.0,88,106.241366
-89.0,89,106.440712
-174.0,174,106.82844
-157.0,157,107.654954
-85.0,85,107.843627
-116.0,116,108.106592
-83.0,83,108.303323
-155.0,155,108.64952
-155.0,155,109.480725
-89.0,89,109.673927
-162.0,162,110.051298
-117.0,117,110.309181
-111.0,111,110.557598
-115.0,115,111.233182
-111.0,111,111.485411
-112.0,112,111.736737
-117.0,117,111.999911
-89.0,89,112.209681
-116.0,116,112.471979
-160.0,160,113.225317
-111.0,111,113.477196
-85.0,85,113.665353
-113.0,113,113.919959
-167.0,167,114.304404
-115.0,115,115.078137
-89.0,89,115.283613
-89.0,89,115.478179
-114.0,114,115.732999
-113.0,113,115.989763
-110.0,110,116.238545
-110.0,110,116.937636
-155.0,155,117.287945
-154.0,154,117.622136
-83.0,83,117.815744
-112.0,112,118.063746
-83.0,83,118.707943
-113.0,113,118.957735
-116.0,116,119.211691
-116.0,116,119.470504
-117.0,117,119.732545
-117.0,117,120.355212
-111.0,111,120.600236
-84.0,84,120.784821
-115.0,115,121.035341
-161.0,161,121.395589
-111.0,111,121.642192
-114.0,114,122.291324
-116.0,116,122.558287
-85.0,85,122.740851
-114.0,114,122.991917
-112.0,112,123.237297
-152.0,152,124.057449
-88.0,88,124.245916
-159.0,159,124.598053
-114.0,114,124.849284
-112.0,112,125.09834
-111.0,111,125.346773
-114.0,114,126.063841
-161.0,161,126.429357
-112.0,112,126.67955
-83.0,83,126.883366
-113.0,113,127.13893
-157.0,157,127.920148
-114.0,114,128.194969
-116.0,116,128.45825
-116.0,116,128.717254
-84.0,84,128.90879
-112.0,112,129.577819
-115.0,115,129.842376
-85.0,85,130.047196
-115.0,115,130.307633
-115.0,115,130.566462
-115.0,115,130.825614
-85.0,85,131.481715
-114.0,114,131.740071
-117.0,117,132.01453
-114.0,114,132.268967
-113.0,113,132.528008
-111.0,111,132.768049
-116.0,116,133.42547
-111.0,111,133.677721
-115.0,115,133.949101
-118.0,118,134.210549
-113.0,113,134.467266
-111.0,111,135.125227
-112.0,112,135.380945
-117.0,117,135.651337
-84.0,84,135.858042
-118.0,118,136.136779
-117.0,117,136.402528
-113.0,113,137.087718
-111.0,111,137.343984
-118.0,118,137.629792
-117.0,117,137.894377
-113.0,113,138.157932
-94.0,94,138.380306
-118.0,118,139.0814
