#{"t_start": 1601387504.693697, "env_id": null}
r,l,t
-85.0,85,95.662721
-111.0,111,95.908664
-158.0,158,96.703672
-113.0,113,96.956557
-115.0,115,97.211986
-115.0,115,97.479972
-111.0,111,97.714859
-115.0,115,98.445314
-118.0,118,98.701971
-84.0,84,98.885905
-116.0,116,99.156082
-115.0,115,99.412001
-114.0,114,99.664347
-111.0,111,100.299283
-117.0,117,100.55475
-111.0,111,100.800961
-151.0,151,101.13187
-112.0,112,101.38092
-115.0,115,102.051935
-115.0,115,102.303552
-112.0,112,102.555518
-114.0,114,102.806725
-118.0,118,103.067713
-85.0,85,103.265922
-85.0,85,103.887747
-113.0,113,104.139955
-84.0,84,104.325493
-112.0,112,104.57656
-112.0,112,104.825305
-87.0,87,105.027594
-117.0,117,105.677336
-119.0,119,105.944578
-117.0,117,106.217126
-87.0,87,106.413534
-90.0,90,106.619534
-111.0,111,106.864347
-155.0,155,107.677936
-111.0,111,107.933676
-119.0,119,108.208509
-84.0,84,108.397221
-119.0,119,108.675785
-90.0,90,109.349569
-113.0,113,109.601804
-115.0,115,109.859137
-116.0,116,110.130375
-84.0,84,110.315457
-115.0,115,110.569505
-116.0,116,111.24723
-83.0,83,111.444852
-112.0,112,111.696797
-113.0,113,111.953119
-117.0,117,112.217602
-116.0,116,112.479881
-154.0,154,113.223972
-83.0,83,113.40842
-91.0,91,113.618598
-85.0,85,113.805662
-111.0,111,114.058457
-116.0,116,114.318888
-115.0,115,115.092125
-87.0,87,115.294476
-169.0,169,115.6704
-89.0,89,115.875924
-115.0,115,116.132709
-89.0,89,116.791541
-152.0,152,117.125758
-111.0,111,117.374362
-84.0,84,117.556414
-84.0,84,117.750602
-115.0,115,118.004308
-116.0,116,118.720311
-88.0,88,118.921492
-93.0,93,119.117601
-116.0,116,119.388207
-113.0,113,119.638035
-115.0,115,119.874891
-117.0,117,120.506805
-155.0,155,120.854531
-156.0,156,121.203876
-148.0,148,121.532181
-154.0,154,122.261569
-117.0,117,122.529753
-117.0,117,122.784632
-88.0,88,122.985587
-85.0,85,123.168608
-84.0,84,123.350018
-90.0,90,124.030953
-111.0,111,124.277452
-87.0,87,124.465192
-111.0,111,124.710892
-110.0,110,124.956425
-112.0,112,125.206215
-114.0,114,125.922117
-111.0,111,126.174113
-155.0,155,126.527707
-158.0,158,126.891245
-113.0,113,127.146871
-110.0,110,127.835003
-114.0,114,128.09313
-160.0,160,128.461583
-116.0,116,128.720415
-113.0,113,128.981194
-113.0,113,129.654606
-116.0,116,129.919234
-114.0,114,130.17761
-115.0,115,130.451893
-116.0,116,130.711243
-111.0,111,130.963181
-117.0,117,131.680983
-120.0,120,131.971583
-115.0,115,132.229879
-116.0,116,132.495086
-112.0,112,132.735554
-115.0,115,133.390572
-116.0,116,133.6494
-118.0,118,133.925218
-116.0,116,134.183057
-89.0,89,134.393675
-113.0,113,134.647051
-118.0,118,135.318507
-115.0,115,135.58453
-85.0,85,135.788315
-115.0,115,136.065541
-117.0,117,136.332498
-111.0,111,137.015071
-113.0,113,137.273148
-91.0,91,137.485424
-118.0,118,137.759366
-85.0,85,137.952073
-111.0,111,138.209746
-114.0,114,138.92293
-114.0,114,139.187862
-155.0,155,139.536657
-158.0,158,139.896843
-95.0,95,140.115237
-114.0,114,140.911953
-172.0,172,141.306097
-85.0,85,141.494368
-152.0,152,141.839942
-163.0,163,142.197647
-120.0,120,142.836265
-114.0,114,143.0864
-112.0,112,143.333329
-118.0,118,143.592483
-117.0,117,143.849031
-112.0,112,144.496332
-112.0,112,144.746534
-86.0,86,144.945606
-116.0,116,145.199064
-91.0,91,145.403938
-113.0,113,145.646151
