#{"t_start": 1601387504.694955, "env_id": null}
r,l,t
-200.0,200,1.189123
-200.0,200,1.641632
-200.0,200,2.052403
-200.0,200,2.940797
-175.0,175,3.295482
-200.0,200,3.712514
-200.0,200,4.72887
-164.0,164,5.086815
-200.0,200,5.487103
-150.0,150,6.283423
-200.0,200,6.681919
-155.0,155,7.00489
-101.0,101,7.205718
-158.0,158,7.927094
-154.0,154,8.246213
-90.0,90,8.421903
-152.0,152,8.739581
-155.0,155,9.120276
-152.0,152,10.067721
-100.0,100,10.267394
-155.0,155,10.587227
-156.0,156,10.905156
-156.0,156,11.67235
-93.0,93,11.865259
-154.0,154,12.18498
-149.0,149,12.484643
-91.0,91,12.674622
-158.0,158,13.454176
-148.0,148,13.750448
-146.0,146,14.047898
-153.0,153,14.368244
-161.0,161,15.154378
-151.0,151,15.456453
-150.0,150,15.790123
-146.0,146,16.10219
-145.0,145,16.400838
-153.0,153,17.174578
-144.0,144,17.515342
-140.0,140,17.87525
-142.0,142,18.195738
-144.0,144,19.049297
-142.0,142,19.348346
-141.0,141,19.628833
-146.0,146,19.944321
-149.0,149,20.693847
-113.0,113,20.929863
-162.0,162,21.272072
-150.0,150,21.611169
-152.0,152,21.959627
-140.0,140,22.717811
-141.0,141,23.018263
-149.0,149,23.334733
-145.0,145,23.663589
-148.0,148,24.504584
-145.0,145,24.805889
-140.0,140,25.113554
-156.0,156,25.439993
-144.0,144,26.190504
-146.0,146,26.484237
-147.0,147,26.781417
-146.0,146,27.078954
-144.0,144,27.838186
-141.0,141,28.138444
-141.0,141,28.427539
-153.0,153,28.731256
-145.0,145,29.029761
-147.0,147,29.80075
-148.0,148,30.142456
-146.0,146,30.442921
-157.0,157,30.787768
-140.0,140,31.662762
-146.0,146,31.990886
-147.0,147,32.302177
-146.0,146,32.603204
-147.0,147,33.413672
-144.0,144,33.720013
-146.0,146,34.019316
-144.0,144,34.321717
-151.0,151,35.138426
-141.0,141,35.447011
-144.0,144,35.754597
-157.0,157,36.071791
-144.0,144,36.363382
-142.0,142,37.13438
-146.0,146,37.432366
-144.0,144,37.727632
-150.0,150,38.044143
-146.0,146,38.855448
-145.0,145,39.164575
-144.0,144,39.470889
-153.0,153,39.804622
-145.0,145,40.67218
-145.0,145,40.971748
-142.0,142,41.255764
-142.0,142,41.575083
-141.0,141,41.876633
-138.0,138,42.640764
-145.0,145,42.937618
-139.0,139,43.247591
-138.0,138,43.555504
-143.0,143,44.334675
-143.0,143,44.63523
-133.0,133,44.907609
-139.0,139,45.220392
-142.0,142,45.539304
-139.0,139,46.328419
-138.0,138,46.60369
-139.0,139,46.893535
-145.0,145,47.212283
-141.0,141,48.014708
-136.0,136,48.297513
-140.0,140,48.587934
