#{"t_start": 1601387504.699136, "env_id": null}
r,l,t
-200.0,200,1.18517
-200.0,200,1.6377
-200.0,200,2.048458
-155.0,155,2.853938
-200.0,200,3.253438
-133.0,133,3.524006
-181.0,181,4.516004
-200.0,200,4.927302
-129.0,129,5.193193
-173.0,173,5.547433
-172.0,172,6.384695
-182.0,182,6.750542
-157.0,157,7.072865
-91.0,91,7.26222
-149.0,149,7.96053
-160.0,160,8.285318
-153.0,153,8.602666
-150.0,150,8.944704
-87.0,87,9.162719
-156.0,156,10.1039
-154.0,154,10.422312
-150.0,150,10.721365
-150.0,150,11.036132
-156.0,156,11.801392
-164.0,164,12.145953
-150.0,150,12.446305
-152.0,152,12.751029
-90.0,90,13.393013
-168.0,168,13.741484
-157.0,157,14.052698
-121.0,121,14.308582
-159.0,159,14.63012
-144.0,144,15.38434
-149.0,149,15.705972
-157.0,157,16.041799
-147.0,147,16.341603
-141.0,141,17.100754
-150.0,150,17.447793
-146.0,146,17.799031
-90.0,90,18.037163
-155.0,155,18.91086
-142.0,142,19.214744
-150.0,150,19.518337
-158.0,158,19.841172
-148.0,148,20.596693
-145.0,145,20.898223
-147.0,147,21.207584
-152.0,152,21.547478
-142.0,142,21.871755
-148.0,148,22.655009
-147.0,147,22.96221
-156.0,156,23.294692
-145.0,145,23.624172
-155.0,155,24.491903
-111.0,111,24.727051
-150.0,150,25.04662
-145.0,145,25.346096
-147.0,147,26.099847
-157.0,157,26.422416
-146.0,146,26.716814
-144.0,144,27.01172
-142.0,142,27.302935
-141.0,141,28.070128
-142.0,142,28.359654
-144.0,144,28.652271
-140.0,140,28.94429
-147.0,147,29.703769
-141.0,141,30.029554
-144.0,144,30.332466
-150.0,150,30.649126
-143.0,143,31.52356
-150.0,150,31.854907
-144.0,144,32.176453
-142.0,142,32.466718
-147.0,147,32.769945
-143.0,143,33.58934
-147.0,147,33.886533
-143.0,143,34.185851
-138.0,138,34.475195
-143.0,143,35.287496
-141.0,141,35.578563
-142.0,142,35.889135
-145.0,145,36.184434
-145.0,145,36.959124
-145.0,145,37.254351
-145.0,145,37.548828
-144.0,144,37.846281
-145.0,145,38.152414
-146.0,146,38.956294
-144.0,144,39.271472
-144.0,144,39.568564
-142.0,142,39.894103
-151.0,151,40.752215
-146.0,146,41.065026
-141.0,141,41.356099
-142.0,142,41.67675
-139.0,139,42.442736
-141.0,141,42.733878
-136.0,136,43.012507
-145.0,145,43.324568
-142.0,142,43.657644
-138.0,138,44.421672
-139.0,139,44.706423
-134.0,134,44.993586
-139.0,139,45.310226
-145.0,145,46.127437
-141.0,141,46.404912
-135.0,135,46.690224
-139.0,139,46.982637
-146.0,146,47.308228
-142.0,142,48.111359
-144.0,144,48.410029
-139.0,139,48.685959
-137.0,137,48.975086
-137.0,137,49.695027
-142.0,142,49.99022
-140.0,140,50.299078
-149.0,149,50.635913
-139.0,139,50.928035
-144.0,144,51.702443
-146.0,146,52.00153
-144.0,144,52.295542
-136.0,136,52.579299
-141.0,141,53.32165
-135.0,135,53.60721
-145.0,145,53.901733
-139.0,139,54.213235
-146.0,146,55.032117
-139.0,139,55.31998
-138.0,138,55.637374
-137.0,137,55.923596
-145.0,145,56.220906
-141.0,141,56.98405
-132.0,132,57.291308
-143.0,143,57.58603
-137.0,137,57.877064
-141.0,141,58.62027
-133.0,133,58.889895
-139.0,139,59.216823
-137.0,137,59.506951
-141.0,141,59.792743
-110.0,110,60.449164
-108.0,108,60.672195
-144.0,144,60.968391
-110.0,110,61.195221
-111.0,111,61.422094
-110.0,110,62.056528
-144.0,144,62.349787
-151.0,151,62.6516
-114.0,114,62.883376
-110.0,110,63.111064
-111.0,111,63.763907
-111.0,111,63.992229
-109.0,109,64.217621
-145.0,145,64.515554
-110.0,110,64.742364
-111.0,111,64.970919
-108.0,108,65.59177
-149.0,149,65.905385
-146.0,146,66.205653
-111.0,111,66.434244
-113.0,113,66.664812
-113.0,113,67.298642
-109.0,109,67.545908
-155.0,155,67.919148
-152.0,152,68.244795
-112.0,112,68.477028
-157.0,157,69.274204
-111.0,111,69.506268
-112.0,112,69.734989
-115.0,115,69.97115
-112.0,112,70.201459
-113.0,113,70.801291
-156.0,156,71.126497
-111.0,111,71.356302
-87.0,87,71.528645
-83.0,83,71.695919
-115.0,115,72.314825
-117.0,117,72.568383
-114.0,114,72.799346
-115.0,115,73.039442
-111.0,111,73.2828
-113.0,113,73.522099
-113.0,113,74.135193
-112.0,112,74.372786
-112.0,112,74.62742
-114.0,114,74.865777
-115.0,115,75.101158
-111.0,111,75.761102
-111.0,111,76.016396
-164.0,164,76.373642
-112.0,112,76.611967
-110.0,110,76.833679
-111.0,111,77.075721
-115.0,115,77.775625
-152.0,152,78.126544
-111.0,111,78.376084
-116.0,116,78.619179
-112.0,112,78.85571
-113.0,113,79.503562
-84.0,84,79.695869
-116.0,116,79.941461
-89.0,89,80.144561
-111.0,111,80.384907
-113.0,113,80.630896
-115.0,115,81.372675
-83.0,83,81.568851
-116.0,116,81.835932
-115.0,115,82.108891
-115.0,115,82.372609
-115.0,115,83.079403
-116.0,116,83.339386
-88.0,88,83.53557
-116.0,116,83.80907
-113.0,113,84.069646
-112.0,112,84.323482
-117.0,117,85.049997
-114.0,114,85.328623
-117.0,117,85.668462
-115.0,115,85.972483
-110.0,110,86.209509
-114.0,114,86.48453
-111.0,111,87.152684
-111.0,111,87.401609
-162.0,162,87.781224
-115.0,115,88.037
-115.0,115,88.294257
-158.0,158,89.142435
-161.0,161,89.520216
-112.0,112,89.788494
-111.0,111,90.060726
-83.0,83,90.248743
-113.0,113,91.003904
-84.0,84,91.205662
-115.0,115,91.480932
-83.0,83,91.671387
-113.0,113,91.929021
-112.0,112,92.183599
-110.0,110,92.93036
-111.0,111,93.182161
-147.0,147,93.51218
-90.0,90,93.706698
-110.0,110,93.954555
-86.0,86,94.143683
-86.0,86,94.821488
-159.0,159,95.18054
-113.0,113,95.434876
-170.0,170,95.821263
-88.0,88,96.012091
-89.0,89,96.653918
-116.0,116,96.910344
-115.0,115,97.166776
-115.0,115,97.423458
-114.0,114,97.674169
-84.0,84,97.871343
-113.0,113,98.584334
-112.0,112,98.833792
-116.0,116,99.09215
-113.0,113,99.34583
-91.0,91,99.552115
-151.0,151,100.268352
-85.0,85,100.466213
-116.0,116,100.719575
-111.0,111,100.967778
-112.0,112,101.216837
-115.0,115,101.468702
-115.0,115,102.127458
-93.0,93,102.33596
-92.0,92,102.545834
-115.0,115,102.798601
-113.0,113,103.052072
-111.0,111,103.301738
-162.0,162,104.09693
-119.0,119,104.360623
-115.0,115,104.626586
-114.0,114,104.877876
-85.0,85,105.065296
-86.0,86,105.64501
-88.0,88,105.850625
-112.0,112,106.106407
-113.0,113,106.362435
-112.0,112,106.617878
-149.0,149,107.416807
-93.0,93,107.627246
-119.0,119,107.906829
-112.0,112,108.160089
-119.0,119,108.424794
-112.0,112,108.681185
-113.0,113,109.41344
-88.0,88,109.616178
-112.0,112,109.868733
-84.0,84,110.056995
-90.0,90,110.250118
-115.0,115,110.517576
-112.0,112,111.1888
-83.0,83,111.372326
-115.0,115,111.629571
-115.0,115,111.886735
-117.0,117,112.152899
-155.0,155,112.509742
-85.0,85,113.092012
-165.0,165,113.472065
-116.0,116,113.730839
-160.0,160,114.092574
-84.0,84,114.279122
-115.0,115,115.053379
-114.0,114,115.321998
-117.0,117,115.580676
-111.0,111,115.831709
-165.0,165,116.201102
-111.0,111,116.903423
-114.0,114,117.156644
-118.0,118,117.427057
-115.0,115,117.679451
-86.0,86,117.864742
-84.0,84,118.047811
-91.0,91,118.716688
-87.0,87,118.916289
-84.0,84,119.099422
-118.0,118,119.359376
-112.0,112,119.608187
-88.0,88,119.798467
-88.0,88,120.360518
-112.0,112,120.607074
-153.0,153,120.952957
-167.0,167,121.318916
-110.0,110,121.566832
-117.0,117,122.218642
-86.0,86,122.415979
-88.0,88,122.605573
-84.0,84,122.787844
-115.0,115,123.051514
-157.0,157,123.386577
-88.0,88,124.065649
-151.0,151,124.395341
-148.0,148,124.730862
-152.0,152,125.061831
-157.0,157,125.876723
-156.0,156,126.234266
-114.0,114,126.489606
-161.0,161,126.855605
-163.0,163,127.224501
-157.0,157,128.019529
-84.0,84,128.211474
-115.0,115,128.472389
-112.0,112,128.726038
-113.0,113,128.986999
-113.0,113,129.660072
-113.0,113,129.932295
-112.0,112,130.188131
-176.0,176,130.588887
-115.0,115,130.848418
-115.0,115,131.561018
-85.0,85,131.751774
-116.0,116,132.024948
-115.0,115,132.29395
-115.0,115,132.553516
-115.0,115,132.800162
-115.0,115,133.457307
-84.0,84,133.644188
-85.0,85,133.847582
-91.0,91,134.042274
-91.0,91,134.252296
-113.0,113,134.508331
-117.0,117,135.19188
-88.0,88,135.383523
-117.0,117,135.65419
-115.0,115,135.936166
-112.0,112,136.201176
-117.0,117,136.466845
-117.0,117,137.157505
-113.0,113,137.418152
-118.0,118,137.70492
-112.0,112,137.963197
-94.0,94,138.170716
-84.0,84,138.378335
-84.0,84,139.004408
-147.0,147,139.343474
-85.0,85,139.534117
-95.0,95,139.749865
-111.0,111,140.002759
-153.0,153,140.897717
-112.0,112,141.154495
-84.0,84,141.339718
-113.0,113,141.594533
-162.0,162,141.951957
-111.0,111,142.198396
-117.0,117,142.832606
-121.0,121,143.092485
-116.0,116,143.345026
-112.0,112,143.595476
-112.0,112,143.845381
-112.0,112,144.492514
-112.0,112,144.743053
-87.0,87,144.94307
-117.0,117,145.197958
-92.0,92,145.404509
-113.0,113,145.645853
