#{"t_start": 1602513406.3446279, "env_id": null}
r,l,t
-500.0,500,2.836378
-500.0,500,7.521448
-500.0,500,14.946189
-500.0,500,19.431441
-275.0,276,20.867678
-190.0,191,21.908913
-269.0,270,25.354098
-207.0,208,26.423951
-168.0,169,27.337548
-156.0,157,28.827726
-167.0,168,29.750339
-127.0,128,30.365511
-108.0,109,30.993379
-126.0,127,32.999517
-192.0,193,34.057131
-160.0,161,34.935418
-118.0,119,35.478968
-111.0,112,36.854609
-89.0,90,37.27593
-91.0,92,37.70174
-120.0,121,38.36125
-99.0,100,38.838434
-81.0,82,39.348804
-111.0,112,39.896215
-92.0,93,41.09861
-83.0,84,41.626855
-113.0,114,42.206051
-102.0,103,42.827204
-96.0,97,43.29075
-106.0,107,43.796621
-90.0,91,45.141483
-112.0,113,45.65298
-125.0,126,46.374231
-108.0,109,46.875398
-106.0,107,47.390251
-81.0,82,47.882429
-104.0,105,49.230389
-100.0,101,49.832058
-97.0,98,50.262848
-92.0,93,50.714969
-91.0,92,51.220908
-100.0,101,51.620018
-78.0,79,52.634223
-88.0,89,53.165315
-168.0,169,53.966469
-136.0,137,54.743209
-88.0,89,55.175081
-93.0,94,55.740191
-80.0,81,56.856651
-83.0,84,57.329327
-90.0,91,57.893487
-95.0,96,58.400418
-88.0,89,58.896284
-77.0,78,59.384867
-96.0,97,59.887639
-91.0,92,61.124509
-90.0,91,61.653185
-77.0,78,62.046392
-121.0,122,62.766564
-98.0,99,63.24831
-76.0,77,63.603037
-90.0,91,64.198351
-81.0,82,65.420446
-247.0,248,66.754668
-175.0,176,67.754835
-86.0,87,68.188457
-62.0,63,69.221686
-96.0,97,69.812245
-63.0,64,70.160211
-88.0,89,70.626957
-88.0,89,71.094861
-84.0,85,71.633318
-85.0,86,72.092229
-76.0,77,72.480627
-62.0,63,73.630728
-114.0,115,74.242655
-89.0,90,74.721755
-79.0,80,75.230365
-72.0,73,75.569666
-75.0,76,75.973328
-97.0,98,76.636596
-70.0,71,77.939353
-97.0,98,78.429274
-72.0,73,78.882559
-71.0,72,79.240568
-140.0,141,80.031424
-88.0,89,80.467847
-89.0,90,80.933788
-80.0,81,82.167929
-76.0,77,82.569023
-77.0,78,82.934843
-74.0,75,83.307444
-95.0,96,83.875938
-61.0,62,84.200656
-73.0,74,84.578856
-69.0,70,85.056206
-87.0,88,86.234192
-80.0,81,86.638402
-88.0,89,87.187947
-133.0,134,87.834797
-73.0,74,88.193924
