#{"t_start": 1602513406.332695, "env_id": null}
r,l,t
-500.0,500,2.846746
-500.0,500,7.531709
-500.0,500,14.953011
-500.0,500,19.441839
-333.0,334,21.237881
-199.0,200,24.287287
-224.0,225,25.469549
-144.0,145,26.25013
-140.0,141,26.927668
-152.0,153,28.47626
-129.0,130,29.113195
-105.0,106,29.735001
-121.0,122,30.321066
-119.0,120,31.004035
-111.0,112,32.93317
-141.0,142,33.76152
-116.0,117,34.315431
-105.0,106,34.925442
-147.0,148,35.592354
-132.0,133,37.081279
-106.0,107,37.587574
-109.0,110,38.18633
-119.0,120,38.752486
-105.0,106,39.377128
-80.0,81,39.764574
-98.0,99,40.996285
-115.0,116,41.694432
-134.0,135,42.37671
-79.0,80,42.880533
-107.0,108,43.390587
-95.0,96,43.84999
-86.0,87,45.171005
-121.0,122,45.730979
-87.0,88,46.266218
-158.0,159,47.000919
-101.0,102,47.605332
-94.0,95,48.048334
-86.0,87,49.32034
-83.0,84,49.836887
-86.0,87,50.21839
-76.0,77,50.586666
-76.0,77,51.063954
-74.0,75,51.357289
-114.0,115,51.828796
-101.0,102,53.07919
-108.0,109,53.59838
-89.0,90,54.024871
-92.0,93,54.579805
-95.0,96,55.056465
-80.0,81,55.450239
-110.0,111,56.819828
-90.0,91,57.325032
-76.0,77,57.814992
-87.0,88,58.284669
-78.0,79,58.697662
-63.0,64,59.033545
-95.0,96,59.640925
-79.0,80,60.049039
-93.0,94,61.371528
-73.0,74,61.730791
-100.0,101,62.264532
-88.0,89,62.80336
-100.0,101,63.283292
-86.0,87,63.704345
-80.0,81,64.244442
-93.0,94,65.540812
-152.0,153,66.397485
-67.0,68,66.726039
-150.0,151,67.483542
-78.0,79,67.9805
-62.0,63,68.30195
-86.0,87,69.452062
-91.0,92,70.040702
-183.0,184,71.021899
-72.0,73,71.496414
-221.0,222,72.735607
-102.0,103,74.015706
-83.0,84,74.451917
-139.0,140,75.275385
-69.0,70,75.612763
-223.0,224,76.912959
-104.0,105,78.395496
-93.0,94,78.950277
-80.0,81,79.354657
-127.0,128,80.093016
-81.0,82,80.490143
-94.0,95,80.974618
-79.0,80,82.216292
-70.0,71,82.579705
-73.0,74,82.926886
-62.0,63,83.239952
-88.0,89,83.774424
-92.0,93,84.257043
-94.0,95,84.729868
-74.0,75,85.26885
-93.0,94,86.449261
-92.0,93,86.906393
-93.0,94,87.473112
-79.0,80,87.858054
-62.0,63,88.163566
