#{"t_start": 1602513406.356639, "env_id": null}
r,l,t
-500.0,500,2.826077
-500.0,500,7.511117
-500.0,500,14.938073
-500.0,500,19.420908
-231.0,232,20.667105
-240.0,241,21.923594
-201.0,202,25.069067
-120.0,121,25.617672
-151.0,152,26.425571
-136.0,137,27.197685
-131.0,132,28.548821
-121.0,122,29.247521
-129.0,130,29.886384
-145.0,146,30.670145
-131.0,132,31.322961
-165.0,166,33.649339
-138.0,139,34.321436
-110.0,111,34.952256
-118.0,119,35.498398
-94.0,95,36.781535
-102.0,103,37.276146
-93.0,94,37.709639
-108.0,109,38.313171
-186.0,187,39.320321
-103.0,104,39.83381
-99.0,100,41.063275
-89.0,90,41.62811
-106.0,107,42.172154
-129.0,130,42.910443
-79.0,80,43.302079
-178.0,179,45.059066
-126.0,127,45.643298
-101.0,102,46.246702
-90.0,91,46.658469
-126.0,127,47.269748
-80.0,81,47.768825
-74.0,75,48.94393
-216.0,217,50.087337
-98.0,99,50.560885
-81.0,82,51.060929
-71.0,72,51.343694
-360.0,361,53.741947
-89.0,90,54.298667
-103.0,104,54.796897
-96.0,97,55.263539
-82.0,83,55.771338
-82.0,83,56.915148
-92.0,93,57.418899
-83.0,84,57.959453
-89.0,90,58.431591
-82.0,83,58.897847
-84.0,85,59.4249
-88.0,89,59.880762
-98.0,99,61.141929
-73.0,74,61.592328
-261.0,262,63.012068
-77.0,78,63.366964
-79.0,80,63.774635
-82.0,83,65.173218
-165.0,166,65.974248
-201.0,202,67.076603
-80.0,81,67.476377
-95.0,96,68.067219
-77.0,78,68.45577
-84.0,85,69.603376
-74.0,75,70.10323
-73.0,74,70.50089
-103.0,104,71.05264
-86.0,87,71.591198
-87.0,88,72.06631
-101.0,102,72.676393
-101.0,102,73.948271
-62.0,63,74.27635
-86.0,87,74.8511
-80.0,81,75.246453
-80.0,81,75.636659
-103.0,104,76.3203
-72.0,73,76.71345
-72.0,73,78.025816
-90.0,91,78.486505
-108.0,109,79.128094
-86.0,87,79.53274
-85.0,86,80.071619
-62.0,63,80.374526
-98.0,99,80.880379
-70.0,71,81.955146
-87.0,88,82.523407
-75.0,76,82.882127
-234.0,235,84.141274
-92.0,93,84.629733
-71.0,72,85.133524
-74.0,75,86.22991
-74.0,75,86.602977
-75.0,76,87.085836
-103.0,104,87.585126
-72.0,73,87.940266
