#{"t_start": 1602513406.3531892, "env_id": null}
r,l,t
-500.0,500,2.829071
-500.0,500,7.514081
-500.0,500,14.940384
-500.0,500,19.42394
-366.0,367,21.377579
-205.0,206,24.581477
-147.0,148,25.279016
-160.0,161,26.127323
-178.0,179,26.98474
-120.0,121,28.38868
-151.0,152,29.228386
-204.0,205,30.22205
-135.0,136,30.980829
-132.0,133,33.02187
-106.0,107,33.665021
-159.0,160,34.435569
-107.0,108,35.044339
-109.0,110,35.545023
-97.0,98,36.858464
-117.0,118,37.416037
-104.0,105,37.991536
-100.0,101,38.46497
-98.0,99,38.946867
-94.0,95,39.506244
-98.0,99,40.756633
-107.0,108,41.286167
-182.0,183,42.311067
-112.0,113,42.968274
-112.0,113,43.51586
-120.0,121,44.989082
-82.0,83,45.369847
-104.0,105,45.88027
-86.0,87,46.401447
-80.0,81,46.774252
-307.0,308,49.19042
-107.0,108,49.828295
-187.0,188,50.698845
-106.0,107,51.26345
-98.0,99,51.656839
-105.0,106,52.914021
-86.0,87,53.337035
-139.0,140,53.993846
-96.0,97,54.569432
-90.0,91,55.021152
-93.0,94,55.578304
-290.0,291,57.906605
-89.0,90,58.383191
-91.0,92,58.895214
-85.0,86,59.427885
-74.0,75,59.815592
-81.0,82,61.014791
-104.0,105,61.595287
-114.0,115,62.189097
-252.0,253,63.508514
-76.0,77,63.919417
-88.0,89,65.297714
-138.0,139,65.997125
-103.0,104,66.593331
-95.0,96,67.089544
-93.0,94,67.555152
-88.0,89,68.112574
-86.0,87,69.260578
-100.0,101,69.879478
-83.0,84,70.330555
-91.0,92,70.822959
-112.0,113,71.504214
-100.0,101,72.043505
-72.0,73,72.418286
-91.0,92,73.703405
-83.0,84,74.162778
-61.0,62,74.482541
-92.0,93,75.079232
-74.0,75,75.421677
-72.0,73,75.807253
-74.0,75,76.336352
-91.0,92,76.815403
-140.0,141,78.479295
-102.0,103,79.086485
-91.0,92,79.521067
-84.0,85,80.052502
-72.0,73,80.413938
-83.0,84,80.835626
-81.0,82,81.96766
-75.0,76,82.470727
-70.0,71,82.823763
-76.0,77,83.190372
-87.0,88,83.720134
-75.0,76,84.095967
-76.0,77,84.507871
-75.0,76,85.00695
-85.0,86,86.176944
-105.0,106,86.706786
-80.0,81,87.222801
-79.0,80,87.597611
-112.0,113,88.152703
