#{"t_start": 1602513406.348087, "env_id": null}
r,l,t
-500.0,500,2.833465
-500.0,500,7.518464
-500.0,500,14.943848
-500.0,500,19.428411
-312.0,313,21.131425
-152.0,153,21.900519
-151.0,152,24.795681
-184.0,185,25.655304
-133.0,134,26.385273
-173.0,174,27.32145
-135.0,136,28.704344
-150.0,151,29.541719
-92.0,93,29.999521
-124.0,125,30.681903
-128.0,129,31.319389
-114.0,115,33.366196
-114.0,115,33.961992
-83.0,84,34.3613
-117.0,118,35.022642
-81.0,82,35.401546
-108.0,109,36.004496
-114.0,115,37.296577
-83.0,84,37.683914
-89.0,90,38.201392
-69.0,70,38.524208
-105.0,106,39.049618
-146.0,147,39.870718
-100.0,101,41.109587
-92.0,93,41.684518
-96.0,97,42.17975
-81.0,82,42.587254
-96.0,97,43.154818
-99.0,100,43.64045
-99.0,100,45.012819
-119.0,120,45.561742
-112.0,113,46.121152
-307.0,308,47.789256
-82.0,83,49.011771
-97.0,98,49.502769
-85.0,86,49.994917
-97.0,98,50.457775
-106.0,107,51.076609
-94.0,95,51.452404
-91.0,92,51.835085
-88.0,89,53.017337
-97.0,98,53.486617
-94.0,95,53.934232
-96.0,97,54.522087
-62.0,63,54.822799
-85.0,86,55.235694
-76.0,77,55.72184
-96.0,97,56.927723
-111.0,112,57.530495
-113.0,114,58.231238
-104.0,105,58.798956
-88.0,89,59.357867
-106.0,107,59.907875
-87.0,88,61.124929
-95.0,96,61.675451
-79.0,80,62.08394
-79.0,80,62.495362
-109.0,110,63.136825
-87.0,88,63.536788
-88.0,89,64.115399
-86.0,87,65.369358
-101.0,102,65.901094
-97.0,98,66.477058
-67.0,68,66.801448
-105.0,106,67.354092
-95.0,96,67.92269
-77.0,78,68.317003
-103.0,104,69.558759
-74.0,75,70.056491
-108.0,109,70.643336
-82.0,83,71.079926
-87.0,88,71.630674
-82.0,83,72.073148
-86.0,87,72.50737
-83.0,84,73.762953
-82.0,83,74.219075
-156.0,157,75.155901
-141.0,142,75.842092
-89.0,90,76.44835
-76.0,77,76.844794
-82.0,83,78.219792
-88.0,89,78.772412
-81.0,82,79.173257
-71.0,72,79.507389
-87.0,88,80.049652
-84.0,85,80.464811
-113.0,114,81.039469
-132.0,133,82.561839
-83.0,84,82.953088
-94.0,95,83.526671
-78.0,79,83.911115
-91.0,92,84.39773
-75.0,76,84.894922
-109.0,110,86.188461
-87.0,88,86.631223
-132.0,133,87.389201
-102.0,103,87.885839
-73.0,74,88.247946
