#{"t_start": 1602513406.3412428, "env_id": null}
r,l,t
-500.0,500,2.83932
-500.0,500,7.524353
-500.0,500,14.948415
-500.0,500,19.434403
-356.0,357,21.343014
-204.0,205,24.542715
-180.0,181,25.387316
-175.0,176,26.308712
-164.0,165,27.20531
-146.0,147,28.63432
-161.0,162,29.52445
-108.0,109,30.056201
-141.0,142,30.834679
-170.0,171,33.072322
-92.0,93,33.636754
-92.0,93,34.083731
-139.0,140,34.85887
-88.0,89,35.276137
-142.0,143,36.035275
-148.0,149,37.492606
-83.0,84,37.874706
-111.0,112,38.488839
-91.0,92,38.941165
-118.0,119,39.62587
-255.0,256,41.749767
-94.0,95,42.236381
-97.0,98,42.823919
-84.0,85,43.224969
-84.0,85,43.638994
-93.0,94,44.982889
-95.0,96,45.43081
-138.0,139,46.097901
-95.0,96,46.637564
-104.0,105,47.134609
-79.0,80,47.642481
-77.0,78,48.000973
-92.0,93,49.297741
-103.0,104,49.893435
-93.0,94,50.322304
-88.0,89,50.751987
-85.0,86,51.231657
-94.0,95,51.607754
-62.0,63,51.887299
-106.0,107,53.157456
-92.0,93,53.602345
-81.0,82,53.987668
-103.0,104,54.596301
-91.0,92,55.056186
-87.0,88,55.584674
-87.0,88,56.744145
-75.0,76,57.152094
-113.0,114,57.84169
-98.0,99,58.36829
-100.0,101,58.928054
-96.0,97,59.516104
-81.0,82,59.939105
-93.0,94,61.16626
-104.0,105,61.7828
-91.0,92,62.264279
-68.0,69,62.594005
-85.0,86,63.125533
-75.0,76,63.467859
-76.0,77,63.857729
-116.0,117,65.384321
-91.0,92,65.866001
-95.0,96,66.431945
-74.0,75,66.793631
-83.0,84,67.223816
-105.0,106,67.858793
-66.0,67,68.201445
-90.0,91,69.373792
-77.0,78,69.869806
-116.0,117,70.499109
-74.0,75,70.901021
-146.0,147,71.764392
-77.0,78,72.179123
-81.0,82,72.681158
-79.0,80,73.820151
-63.0,64,74.173495
-113.0,114,74.886229
-154.0,155,75.636636
-73.0,74,76.041782
-75.0,76,76.563258
-81.0,82,77.9362
-91.0,92,78.395552
-90.0,91,78.93275
-79.0,80,79.329696
-188.0,189,80.361357
-84.0,85,80.799234
-87.0,88,81.953763
-86.0,87,82.516753
-94.0,95,82.967402
-62.0,63,83.287573
-71.0,72,83.736075
-87.0,88,84.181832
-82.0,83,84.6138
-89.0,90,85.22401
-98.0,99,86.427269
-61.0,62,86.729876
-83.0,84,87.254835
-71.0,72,87.59245
-90.0,91,88.031125
